Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NFr	LS	AvFr	RosHPLC		
kw_3400	s.04	E	10	LTM	SIL	MW	FO	100	0	324													
kw_3401	s.05	A	1	BHM	SIL	CR	X	70															
kw_3402	s.05	A	2	MIL	SIL	CR	X	80															
kw_3403	s.05	A	3	SIL	SIL	CR	FO	80	0	293											6867		
kw_3404	s.05	A	4	DDW	SIL	CR	FO	80	0	281											6856		
kw_3405	s.05	A	5	LTM	SIL	CR	FO	80	0	304											6862		
kw_3406	s.05	A	6	BHS	SIL	CR	FO	80	0	344													
kw_3407	s.05	A	7	BVC	SIL	CR	R	70	0	63											6854		
kw_3408	s.05	A	8	WHC	SIL	CR	FO	70	0	282											6870		
kw_3409	s.05	A	9	ECM	SIL	CR	X	80															
kw_3410	s.05	A	10	THT	SIL	CR	B	90	0	108											6868		
kw_3411	s.05	B	1	VNH	SIL	CR	R	80	0	44											6869		
kw_3412	s.05	B	2	MAH	SIL	CR	R	80	0	22													
kw_3413	s.05	B	3	SAD	SIL	CR	FO	80	0	272											6866		
kw_3414	s.05	B	4	FLF	SIL	CR	X	90															
kw_3415	s.05	B	5	RUB	SIL	CR	X	90															
kw_3416	s.05	B	6	BSC	SIL	CR	R	90	0	42											6853		
kw_3417	s.05	B	7	ECM	SIL	CR	FO	80	0	231													
kw_3418	s.05	B	8	DDW	SIL	CR	FO	80	0	329													
kw_3419	s.05	B	9	BVC	SIL	CR	FO	90	0	322													
kw_3420	s.05	B	10	PCS	SIL	CR	X	90															
kw_3421	s.05	C	1	PAR	SIL	CR	X	90															
kw_3422	s.05	C	2	RUB	SIL	CR	X	80															
kw_3423	s.05	C	3	BHS	SIL	CR	FO	100	0	331											6851		
kw_3424	s.05	C	4	BSC	SIL	CR	R	90	0	44													
kw_3425	s.05	C	5	SAD	SIL	CR	FO	100	0	291													
kw_3426	s.05	C	6	EGM	SIL	CR	FO	100	0	341											6857		
kw_3427	s.05	C	7	VNH	SIL	CR	FO	80	0	239													
kw_3428	s.05	C	8	LTM	SIL	CR	FO	80	0	312													
kw_3429	s.05	C	9	MAH	SIL	CR	X	90															
kw_3430	s.05	C	10	BNK	SIL	CR	R	90	0	24													
kw_3431	s.05	D	1	IRF	SIL	CR	FO	90	0	292											6860		
kw_3432	s.05	D	2	WHC	SIL	CR	R	100	0	55													
kw_3433	s.05	D	3	BHM	SIL	CR	X	90															
kw_3434	s.05	D	4	IRF	SIL	CR	B	100	0	248													
kw_3435	s.05	D	5	MFP	SIL	CR	X	90															
kw_3436	s.05	D	6	JAM	SIL	CR	FS1	90	0	309									21		6861		
kw_3437	s.05	D	7	SIL	SIL	CR	R	90	0	39													
kw_3438	s.05	D	8	HMC	SIL	CR	B	80	0	285											6859		
kw_3439	s.05	D	9	THT	SIL	CR	R	90	0	41													
kw_3440	s.05	D	10	PAR	SIL	CR	R	90	0	42											6864		
kw_3441	s.05	E	1	JAM	SIL	CR	X	100															
kw_3442	s.05	E	2	BVM	SIL	CR	X	100															
kw_3443	s.05	E	3	EGM	SIL	CR	FO	90	0	537													
kw_3444	s.05	E	4	MFP	SIL	CR	X	90															
kw_3445	s.05	E	5	BVM	SIL	CR	R	90	0	57											6855		
kw_3446	s.05	E	6	FLF	SIL	CR	FS1	90	0	389									10		6858		
kw_3447	s.05	E	7	PCS	SIL	CR	FO	90	0	292											6865		
kw_3448	s.05	E	8	MIL	SIL	CR	FS2	90	0	378									13		6863		
kw_3449	s.05	E	9	HMC	SIL	CR	X	100															
kw_3450	s.05	E	10	BNK	SIL	CR	R	90	0	38											6852		
kw_3451	s.06	A	1	BNK	SIL	CR	X	90															
kw_3452	s.06	A	2	MIL	SIL	CR	FO	80	0	125											6882		
kw_3453	s.06	A	3	PAR	SIL	CR	X	80															
kw_3454	s.06	A	4	ECM	SIL	CR	B	60	0	138											6875		
kw_3455	s.06	A	5	ECM	SIL	CR	B	60	0	163													
kw_3456	s.06	A	6	BSC	SIL	CR	X	50															
kw_3457	s.06	A	7	RUB	SIL	CR	R	70	0	48											6885		
kw_3458	s.06	A	8	THT	SIL	CR	R	70	0	38											6888		
kw_3459	s.06	A	9	MAH	SIL	CR	B	60	0	58											6881		
kw_3460	s.06	A	10	BHM	SIL	CR	R	50	0	59											6871		
kw_3461	s.06	B	1	SIL	SIL	CR	FO	60	0	369											6887		
kw_3462	s.06	B	2	WHC	SIL	CR	R	50	0	21													
kw_3463	s.06	B	3	MAH	SIL	CR	R	60	0	11													
kw_3464	s.06	B	4	THT	SIL	CR	B	80	0	114													
kw_3465	s.06	B	5	BHM	SIL	CR	X	50															
kw_3466	s.06	B	6	PCS	SIL	CR	FO	80	0	301											6884		
kw_3467	s.06	B	7	DDW	SIL	CR	FO	80	0	361											6874		
kw_3468	s.06	B	8	BVM	SIL	CR	X	40															
kw_3469	s.06	B	9	DDW	SIL	CR	B	80	0	220													
kw_3470	s.06	B	10	RUB	SIL	CR	B	50	0	59													
kw_3471	s.06	C	1	BHS	SIL	CR	X	60															
kw_3472	s.06	C	2	JAM	SIL	CR	FS2	80	0	584									27		6879		
kw_3473	s.06	C	3	IRF	SIL	CR	FO	70	0	254											6878		
kw_3474	s.06	C	4	EGM	SIL	CR	FO	70	0	457													
kw_3475	s.06	C	5	HMC	SIL	CR	X	70															
kw_3476	s.06	C	6	WHC	SIL	CR	FO	80	0	270											6890		
kw_3477	s.06	C	7	BVC	SIL	CR	B	90	0	143											6873		
kw_3478	s.06	C	8	VNH	SIL	CR	R	80	0	55											6889		
kw_3479	s.06	C	9	PAR	SIL	CR	B	80	0	79											6883		
kw_3480	s.06	C	10	BVM	SIL	CR	X	100															
kw_3481	s.06	D	1	JAM	SIL	CR	R	80	0	34													
kw_3482	s.06	D	2	FLF	SIL	CR	FO	90	0	263											6877		
kw_3483	s.06	D	3	BNK	SIL	CR	X	80															
kw_3484	s.06	D	4	LTM	SIL	CR	R	80	0	55													
kw_3485	s.06	D	5	MFP	SIL	CR	X	80															
kw_3486	s.06	D	6	BSC	SIL	CR	B	90	0	162											6872		
kw_3487	s.06	D	7	SAD	SIL	CR	FO	80	0	362											6886		
kw_3488	s.06	D	8	BVC	SIL	CR	X	70															
kw_3489	s.06	D	9	IRF	SIL	CR	B	80	0	220													
kw_3490	s.06	D	10	BHS	SIL	CR	X	90															
kw_3491	s.06	E	1	HMC	SIL	CR	X	100															
kw_3492	s.06	E	2	LTM	SIL	CR	FO	90	0	251											6880		
kw_3493	s.06	E	3	MIL	SIL	CR	B	90	0	196													
kw_3494	s.06	E	4	VNH	SIL	CR	R	80	0	53													
kw_3495	s.06	E	5	MFP	SIL	CR	X	80															
kw_3496	s.06	E	6	SIL	SIL	CR	FO	80	0	275													
kw_3497	s.06	E	7	EGM	SIL	CR	R	90	0	34											6876		
kw_3498	s.06	E	8	FLF	SIL	CR	X	100															
kw_3499	s.06	E	9	SAD	SIL	CR	B	90	0	183													
kw_3500	s.06	E	10	PCS	SIL	CR	X	90															
kw_3501	s.07	A	1	PAR	SIL	MW	FO	90	0	279											6904		
kw_3502	s.07	A	2	MAH	SIL	MW	FO	90	0	305											6902		
kw_3503	s.07	A	3	THT	SIL	MW	B	100	0	104													
kw_3504	s.07	A	4	BVM	SIL	MW	X	70															
kw_3505	s.07	A	5	WHC	SIL	MW	B	70	0	57											6910		
kw_3506	s.07	A	6	RUB	SIL	MW	X	60															
kw_3507	s.07	A	7	JAM	SIL	MW	SO	90	0	367									58		6900		
kw_3508	s.07	A	8	BSC	SIL	MW	FO	90	0	279											6894		
kw_3509	s.07	A	9	FLF	SIL	MW	FO	90	0	469											6898		
kw_3510	s.07	A	10	EGM	SIL	MW	FO	80	0	444											6897		
kw_3511	s.07	B	1	ECM	SIL	MW	FO	100	0	350													
kw_3512	s.07	B	2	WHC	SIL	MW	B	80	0	146													
kw_3513	s.07	B	3	BSC	SIL	MW	R	70	0	63													
kw_3514	s.07	B	4	BVC	SIL	MW	R	80	0	51											6895		
kw_3515	s.07	B	5	SIL	SIL	MW	B	90	0	185													
kw_3516	s.07	B	6	BHS	SIL	MW	FO	90	0	314													
kw_3517	s.07	B	7	SAD	SIL	MW	FO	100	0	305													
kw_3518	s.07	B	8	MFP	SIL	MW	X	100															
kw_3519	s.07	B	9	MAH	SIL	MW	X	100															
kw_3520	s.07	B	10	PCS	SIL	MW	B	100	0	288											6905		
kw_3521	s.07	C	1	MIL	SIL	MW	FO	70	0	439													
kw_3522	s.07	C	2	PAR	SIL	MW	X	80															
kw_3523	s.07	C	3	ECM	SIL	MW	X	60															
kw_3524	s.07	C	4	IRF	SIL	MW	B	70	0	158											6899		
kw_3525	s.07	C	5	SIL	SIL	MW	B	80	0	194											6907		
kw_3526	s.07	C	6	PCS	SIL	MW	FO	70	0	300													
kw_3527	s.07	C	7	VNH	SIL	MW	B	70	0	211													
kw_3528	s.07	C	8	MFP	SIL	MW	X	90															
kw_3529	s.07	C	9	LTM	SIL	MW	FO	100	0	344											6901		
kw_3530	s.07	C	10	MIL	SIL	MW	B	90	0	285											6903		
kw_3531	s.07	D	1	DDW	SIL	MW	FO	70	0	355											6896		
kw_3532	s.07	D	2	IRF	SIL	MW	FO	70	0	261													
kw_3533	s.07	D	3	SAD	SIL	MW	FO	60	0	291											6906		
kw_3534	s.07	D	4	EGM	SIL	MW	FO	90	0	443													
kw_3535	s.07	D	5	BHM	SIL	MW	X	80															
kw_3536	s.07	D	6	THT	SIL	MW	FO	80	0	270											6908		
kw_3537	s.07	D	7	DDW	SIL	MW	FO	80	0	307													
kw_3538	s.07	D	8	BNK	SIL	MW	R	90	0	45											6893		
kw_3539	s.07	D	9	BHS	SIL	MW	FS1	80	0	460									16		6892		
kw_3540	s.07	D	10	JAM	SIL	MW	SO	80	0	344									61				
kw_3541	s.07	E	1	FLF	SIL	MW	FS1	60	0	463									15				
kw_3542	s.07	E	2	BVC	SIL	MW	R	60	0	49													
kw_3543	s.07	E	3	RUB	SIL	MW	X	70															
kw_3544	s.07	E	4	HMC	SIL	MW	X	70															
kw_3545	s.07	E	5	BVM	SIL	MW	X	90															
kw_3546	s.07	E	6	LTM	SIL	MW	FO	80	0	275													
kw_3547	s.07	E	7	VNH	SIL	MW	R	90	0	40											6909		
kw_3548	s.07	E	8	BHM	SIL	MW	FS1	80	0	438									7		6891		
kw_3549	s.07	E	9	BNK	SIL	MW	FO	70	0	267													
kw_3550	s.07	E	10	HMC	SIL	MW	X	90															
kw_3551	s.08	A	1	JAM	SIL	MW	SO	90	0	336									12				
kw_3552	s.08	A	2	VNH	SIL	MW	B	80	0	180											6929		
kw_3553	s.08	A	3	FLF	SIL	MW	FS2	80	0	363									34		6918		
kw_3554	s.08	A	4	MFP	SIL	MW	X	80															
kw_3555	s.08	A	5	IRF	SIL	MW	FO	100	0	246											6919		
kw_3556	s.08	A	6	SIL	SIL	MW	B	100	0	203													
kw_3557	s.08	A	7	WHC	SIL	MW	X	80															
kw_3558	s.08	A	8	BNK	SIL	MW	R	80	0	39											6913		
kw_3559	s.08	A	9	ECM	SIL	MW	FO	80	0	249													
kw_3560	s.08	A	10	MAH	SIL	MW	FO	100	0	461											6922		
kw_3561	s.08	B	1	SAD	SIL	MW	R	70	0	45													
kw_3562	s.08	B	2	BHM	SIL	MW	FO	70	0	247											6911		
kw_3563	s.08	B	3	THT	SIL	MW	R	90	0	36											6928		
kw_3564	s.08	B	4	PAR	SIL	MW	X	90															
kw_3565	s.08	B	5	BHS	SIL	MW	R	80	0	23											6912		
kw_3566	s.08	B	6	VNH	SIL	MW	R	100	0	40													
kw_3567	s.08	B	7	LTM	SIL	MW	FO	90	0	343													
kw_3568	s.08	B	8	MAH	SIL	MW	X	80															
kw_3569	s.08	B	9	MIL	SIL	MW	B	90	0	376											6923		
kw_3570	s.08	B	10	BVC	SIL	MW	R	100	0	65											6915		
kw_3571	s.08	C	1	RUB	SIL	MW	B	80	0	86											6925		
kw_3572	s.08	C	2	DDW	SIL	MW	FO	90	0	327											6916		
kw_3573	s.08	C	3	MIL	SIL	MW	FO	80	0	400													
kw_3574	s.08	C	4	BHM	SIL	MW	FO	80	0	317													
kw_3575	s.08	C	5	BSC	SIL	MW	FO	80	0	288											6914		
kw_3576	s.08	C	6	PCS	SIL	MW	FO	80	0	277													
kw_3577	s.08	C	7	SIL	SIL	MW	B	100	0	279											6927		
kw_3578	s.08	C	8	BVC	SIL	MW	R	100	0	55													
kw_3579	s.08	C	9	BHS	SIL	MW	FO	100	0	249													
kw_3580	s.08	C	10	PAR	SIL	MW	X	70															
kw_3581	s.08	D	1	PCS	SIL	MW	FO	70	0	298											6924		
kw_3582	s.08	D	2	WHC	SIL	MW	B	80	0	166											6930		
kw_3583	s.08	D	3	SAD	SIL	MW	B	100	0	275											6926		
kw_3584	s.08	D	4	EGM	SIL	MW	FO	100	0	451													
kw_3585	s.08	D	5	JAM	SIL	MW	SO	90	0	450									27		6920		
kw_3586	s.08	D	6	BSC	SIL	MW	FO	80	0	229													
kw_3587	s.08	D	7	HMC	SIL	MW	X	80															
kw_3588	s.08	D	8	DDW	SIL	MW	FO	80	0	265													
kw_3589	s.08	D	9	LTM	SIL	MW	B	100	0	305											6921		
kw_3590	s.08	D	10	THT	SIL	MW	R	100	0	46													
kw_3591	s.08	E	1	FLF	SIL	MW	X	100															
kw_3592	s.08	E	2	HMC	SIL	MW	X	80															
kw_3593	s.08	E	3	BVM	SIL	MW	X	70															
kw_3594	s.08	E	4	RUB	SIL	MW	X	90															
kw_3595	s.08	E	5	MFP	SIL	MW	X	100															
kw_3596	s.08	E	6	ECM	SIL	MW	FO	80	0	297													
kw_3597	s.08	E	7	EGM	SIL	MW	FO	90	0	483											6917		
kw_3598	s.08	E	8	IRF	SIL	MW	FO	80	0	327													
kw_3599	s.08	E	9	BNK	SIL	MW	R	100	0	24													
kw_3600	s.08	E	10	BVM	SIL	MW	X	80															
kw_3601	s.09	A	1	HMC	SIL	CR	X	100															
kw_3602	s.09	A	2	VNH	SIL	CR	X	90															
kw_3603	s.09	A	3	SIL	SIL	CR	B	90	0	164											6946		
kw_3604	s.09	A	4	SAD	SIL	CR	B	90	0	346											6945		
kw_3605	s.09	A	5	SIL	SIL	CR	B	90	0	157													
kw_3606	s.09	A	6	JAM	SIL	CR	SO	90	0	391									54		6940		
kw_3607	s.09	A	7	DDW	SIL	CR	FO	90	0	357											6935		
kw_3608	s.09	A	8	BHM	SIL	CR	X	80															
kw_3609	s.09	A	9	IRF	SIL	CR	B	90	0	215											6939		
kw_3610	s.09	A	10	BVC	SIL	CR	R	90	0	64											6934		
kw_3611	s.09	B	1	BHS	SIL	CR	B	100	0	272											6931		
kw_3612	s.09	B	2	THT	SIL	CR	R	90	0	41											6947		
kw_3613	s.09	B	3	PCS	SIL	CR	FO	90	0	347											6944		
kw_3614	s.09	B	4	BSC	SIL	CR	FO	100	0	316											6933		
kw_3615	s.09	B	5	LTM	SIL	CR	FO	100	0	294											6941		
kw_3616	s.09	B	6	PAR	SIL	CR	X	70															
kw_3617	s.09	B	7	JAM	SIL	CR	R	100	0	57													
kw_3618	s.09	B	8	BNK	SIL	CR	R	90	0	34													
kw_3619	s.09	B	9	BSC	SIL	CR	B	90	0	213													
kw_3620	s.09	B	10	EGM	SIL	CR	FO	90	0	289													
kw_3621	s.09	C	1	RUB	SIL	CR	X	70															
kw_3622	s.09	C	2	LTM	SIL	CR	B	100	0	190													
kw_3623	s.09	C	3	PCS	SIL	CR	FO	100	0	358													
kw_3624	s.09	C	4	HMC	SIL	CR	X	90															
kw_3625	s.09	C	5	MIL	SIL	CR	FO	100	0	247											6943		
kw_3626	s.09	C	6	VNH	SIL	CR	X	90															
kw_3627	s.09	C	7	BVC	SIL	CR	B	90	0	147													
kw_3628	s.09	C	8	BVM	SIL	CR	X	90															
kw_3629	s.09	C	9	THT	SIL	CR	R	100	0	33													
kw_3630	s.09	C	10	BHM	SIL	CR	X	80															
kw_3631	s.09	D	1	BNK	SIL	CR	B	80	0	218											6932		
kw_3632	s.09	D	2	MAH	SIL	CR	R	90	0	48											6942		
kw_3633	s.09	D	3	WHC	SIL	CR	R	90	0	42											6948		
kw_3634	s.09	D	4	WHC	SIL	CR	FO	90	0	293													
kw_3635	s.09	D	5	DDW	SIL	CR	FO	90	0	327													
kw_3636	s.09	D	6	MFP	SIL	CR	X	80															
kw_3637	s.09	D	7	MIL	SIL	CR	FO	100	0	443													
kw_3638	s.09	D	8	MAH	SIL	CR	SO	100	0	305									33				
kw_3639	s.09	D	9	PAR	SIL	CR	X	90															
kw_3640	s.09	D	10	FLF	SIL	CR	FS1	100	0	388									16		6938		
kw_3641	s.09	E	1	EGM	SIL	CR	B	90	0	243											6937		
kw_3642	s.09	E	2	FLF	SIL	CR	X	90															
kw_3643	s.09	E	3	RUB	SIL	CR	X	80															
kw_3644	s.09	E	4	IRF	SIL	CR	FO	90	0	291													
kw_3645	s.09	E	5	ECM	SIL	CR	R	100	0	58											6936		
kw_3646	s.09	E	6	BHS	SIL	CR	R	80	0	23													
kw_3647	s.09	E	7	MFP	SIL	CR	X	100															
kw_3648	s.09	E	8	BVM	SIL	CR	X	90															
kw_3649	s.09	E	9	ECM	SIL	CR	FO	100	0	275													
kw_3650	s.09	E	10	SAD	SIL	CR	B	100	0	132													
kw_3651	s.10	A	1	MAH	SIL	CR	X	100															
kw_3652	s.10	A	2	RUB	SIL	CR	X	90															
kw_3653	s.10	A	3	THT	SIL	CR	B	90	0	79											6963		
kw_3654	s.10	A	4	FLF	SIL	CR	FS1	90	0	449									18		6955		
kw_3655	s.10	A	5	BVC	SIL	CR	B	80	0	184											6952		
kw_3656	s.10	A	6	JAM	SIL	CR	FO	90	0	183											6957		
kw_3657	s.10	A	7	PAR	SIL	CR	X	90															
kw_3658	s.10	A	8	PCS	SIL	CR	FO	90	0	378											6960		
kw_3659	s.10	A	9	THT	SIL	CR	B	90	0	175													
kw_3660	s.10	A	10	PCS	SIL	CR	X	80															
kw_3661	s.10	B	1	BVM	SIL	CR	X	80															
kw_3662	s.10	B	2	LTM	SIL	CR	FO	80	0	243											6958		
kw_3663	s.10	B	3	LTM	SIL	CR	FO	70	0	257													
kw_3664	s.10	B	4	BHS	SIL	CR	R	70	0	30													
kw_3665	s.10	B	5	MIL	SIL	CR	FO	100	0	367											6959		
kw_3666	s.10	B	6	FLF	SIL	CR	R	70	0	40													
kw_3667	s.10	B	7	BSC	SIL	CR	R	80	0	44											6951		
kw_3668	s.10	B	8	BVM	SIL	CR	X	80															
kw_3669	s.10	B	9	DDW	SIL	CR	FO	100	0	303											6953		
kw_3670	s.10	B	10	JAM	SIL	CR	FO	90	0	334													
kw_3671	s.10	C	1	SAD	SIL	CR	FO	80	0	312											6961		
kw_3672	s.10	C	2	IRF	SIL	CR	B	80	0	176											6956		
kw_3673	s.10	C	3	BNK	SIL	CR	FO	70	0	303											6950		
kw_3674	s.10	C	4	SIL	SIL	CR	FO	80	0	345											6962		
kw_3675	s.10	C	5	SAD	SIL	CR	R	80	0	76													
kw_3676	s.10	C	6	BSC	SIL	CR	FO	80	0	309													
kw_3677	s.10	C	7	EGM	SIL	CR	FO	90	0	345											6954		
kw_3678	s.10	C	8	RUB	SIL	CR	X	90															
kw_3679	s.10	C	9	BVC	SIL	CR	B	100	0	174													
kw_3680	s.10	C	10	MFP	SIL	CR	X	90															
kw_3681	s.10	D	1	SIL	SIL	CR	B	100	0	203													
kw_3682	s.10	D	2	EGM	SIL	CR	FO	90	0	527													
kw_3683	s.10	D	3	BHM	SIL	CR	X	70															
kw_3684	s.10	D	4	MFP	SIL	CR	X	80															
kw_3685	s.10	D	5	PAR	SIL	CR	X	90															
kw_3686	s.10	D	6	MAH	SIL	CR	FS1	80	0	260									12				
kw_3687	s.10	D	7	HMC	SIL	CR	X	90															
kw_3688	s.10	D	8	MIL	SIL	CR	R	100	0	23													
kw_3689	s.10	D	9	VNH	SIL	CR	X	90															
kw_3690	s.10	D	10	BHS	SIL	CR	B	100	0	221											6949		
kw_3691	s.10	E	1	WHC	SIL	CR	R	100	0	46											6964		
kw_3692	s.10	E	2	ECM	SIL	CR	FO	80	0	368													
kw_3693	s.10	E	3	VNH	SIL	CR	X	80															
kw_3694	s.10	E	4	WHC	SIL	CR	X	90															
kw_3695	s.10	E	5	IRF	SIL	CR	B	90	0	197													
kw_3696	s.10	E	6	ECM	SIL	CR	FO	90	0	287													
kw_3697	s.10	E	7	BNK	SIL	CR	X	80															
kw_3698	s.10	E	8	HMC	SIL	CR	X	80															
kw_3699	s.10	E	9	DDW	SIL	CR	FO	80	0	209													
kw_3700	s.10	E	10	BHM	SIL	CR	X	70															
kw_3701	s.11	A	1	RUB	SIL	MW	X	70															
kw_3702	s.11	A	2	SIL	SIL	MW	FO	80	0	254											6978		
kw_3703	s.11	A	3	PCS	SIL	MW	FO	80	0	278													
kw_3704	s.11	A	4	HMC	SIL	MW	X	90															
kw_3705	s.11	A	5	MIL	SIL	MW	FS1	80	0	520									16				
kw_3706	s.11	A	6	THT	SIL	MW	B	100	0	151											6979		
kw_3707	s.11	A	7	HMC	SIL	MW	X	80															
kw_3708	s.11	A	8	FLF	SIL	MW	R	80	0	29											6970		
kw_3709	s.11	A	9	JAM	SIL	MW	X	100															
kw_3710	s.11	A	10	DDW	SIL	MW	FO	100	0	240											6968		
kw_3711	s.11	B	1	SAD	SIL	MW	FO	80	0	207													
kw_3712	s.11	B	2	BNK	SIL	MW	B	80	0	97													
kw_3713	s.11	B	3	PCS	SIL	MW	FS1	90	0	305									7		7015		
kw_3714	s.11	B	4	EGM	SIL	MW	FO	70	0	544											6969		
kw_3715	s.11	B	5	IRF	SIL	MW	FO	70	0	286													
kw_3716	s.11	B	6	LTM	SIL	MW	X	100															
kw_3717	s.11	B	7	EGM	SIL	MW	FO	80	0	377													
kw_3718	s.11	B	8	JAM	SIL	MW	SO	70	0	246									10		6972		
kw_3719	s.11	B	9	MIL	SIL	MW	FO	100	0	466											6975		
kw_3720	s.11	B	10	BHM	SIL	MW	X	80															
kw_3721	s.11	C	1	WHC	SIL	MW	FO	80	0	238											6981		
kw_3722	s.11	C	2	DDW	SIL	MW	FO	70	0	363													
kw_3723	s.11	C	3	SAD	SIL	MW	FO	70	0	359											6977		
kw_3724	s.11	C	4	BHM	SIL	MW	X	100															
kw_3725	s.11	C	5	IRF	SIL	MW	B	90	0	175											6971		
kw_3726	s.11	C	6	BVM	SIL	MW	X	90															
kw_3727	s.11	C	7	MAH	SIL	MW	X	80															
kw_3728	s.11	C	8	BNK	SIL	MW	R	90	0	30											6966		
kw_3729	s.11	C	9	BHS	SIL	MW	R	100	0	45											6965		
kw_3730	s.11	C	10	BSC	SIL	MW	X	80															
kw_3731	s.11	D	1	VNH	SIL	MW	R	60	0	49											6980		
kw_3732	s.11	D	2	LTM	SIL	MW	FS1	70	0	362									4		6973		
kw_3733	s.11	D	3	WHC	SIL	MW	FO	80	0	208													
kw_3734	s.11	D	4	MFP	SIL	MW	X	100															
kw_3735	s.11	D	5	PAR	SIL	MW	X	90															
kw_3736	s.11	D	6	PAR	SIL	MW	X	80															
kw_3737	s.11	D	7	BHS	SIL	MW	FS1	90	0	344									9				
kw_3738	s.11	D	8	RUB	SIL	MW	X	70															
kw_3739	s.11	D	9	THT	SIL	MW	FO	80	0	216													
kw_3740	s.11	D	10	ECM	SIL	MW	FO	60	0	414													
kw_3741	s.11	E	1	BVC	SIL	MW	R	60	0	64											6967		
kw_3742	s.11	E	2	MAH	SIL	MW	R	70	0	22											6974		
kw_3743	s.11	E	3	VNH	SIL	MW	FO	80	0	264													
kw_3744	s.11	E	4	MFP	SIL	MW	X	90															
kw_3745	s.11	E	5	BSC	SIL	MW	X	90															
kw_3746	s.11	E	6	SIL	SIL	MW	FO	100	0	310													
kw_3747	s.11	E	7	FLF	SIL	MW	R	90	0	33													
kw_3748	s.11	E	8	ECM	SIL	MW	X	80															
kw_3749	s.11	E	9	BVM	SIL	MW	X	90															
kw_3750	s.11	E	10	BVC	SIL	MW	B	90	0	226													
kw_3751	s.12	A	1	BHM	SIL	MW	X	100															
kw_3752	s.12	A	2	BSC	SIL	MW	R	100	0	51											6985		
kw_3753	s.12	A	3	FLF	SIL	MW	R	90	0	45													
kw_3754	s.12	A	4	MIL	SIL	MW	B	100	0	176											6995		
kw_3755	s.12	A	5	BVC	SIL	MW	R	100	0	47											6986		
kw_3756	s.12	A	6	THT	SIL	MW	R	100	0	51											6998		
kw_3757	s.12	A	7	MAH	SIL	MW	X	90															
kw_3758	s.12	A	8	WHC	SIL	MW	B	100	0	26													
kw_3759	s.12	A	9	RUB	SIL	MW	X	80															
kw_3760	s.12	A	10	MAH	SIL	MW	FO	80	0	235											6994		
kw_3761	s.12	B	1	RUB	SIL	MW	X	100															
kw_3762	s.12	B	2	JAM	SIL	MW	B	100	0	188											6992		
kw_3763	s.12	B	3	DDW	SIL	MW	FO	80	0	242													
kw_3764	s.12	B	4	FLF	SIL	MW	R	90	0	53											6990		
kw_3765	s.12	B	5	MFP	SIL	MW	X	100															
kw_3766	s.12	B	6	BHM	SIL	MW	R	100	0	41											6982		
kw_3767	s.12	B	7	ECM	SIL	MW	X	100															
kw_3768	s.12	B	8	EGM	SIL	MW	FO	100	0	363											6989		
kw_3769	s.12	B	9	PAR	SIL	MW	X	70															
kw_3770	s.12	B	10	VNH	SIL	MW	R	80	0	40											6999		
kw_3771	s.12	C	1	SAD	SIL	MW	R	100	0	60													
kw_3772	s.12	C	2	LTM	SIL	MW	FO	100	0	289													
kw_3773	s.12	C	3	BSC	SIL	MW	X	90															
kw_3774	s.12	C	4	IRF	SIL	MW	FO	100	0	293													
kw_3775	s.12	C	5	WHC	SIL	MW	B	100	0	199											7000		
kw_3776	s.12	C	6	VNH	SIL	MW	B	100	0	180													
kw_3777	s.12	C	7	MFP	SIL	MW	X	90															
kw_3778	s.12	C	8	LTM	SIL	MW	B	100	0	190											6993		
kw_3779	s.12	C	9	BVM	SIL	MW	X	90															
kw_3780	s.12	C	10	SIL	SIL	MW	FO	80	0	277											6997		
kw_3781	s.12	D	1	SAD	SIL	MW	R	100	0	82											6996		
kw_3782	s.12	D	2	ECM	SIL	MW	FO	90	0	258											6988		
kw_3783	s.12	D	3	BNK	SIL	MW	B	90	0	159											6984		
kw_3784	s.12	D	4	BVC	SIL	MW	B	100	0	100													
kw_3785	s.12	D	5	JAM	SIL	MW	FS1	100	0	371									8				
kw_3786	s.12	D	6	BHS	SIL	MW	X	100															
kw_3787	s.12	D	7	HMC	SIL	MW	X	100															
kw_3788	s.12	D	8	PCS	SIL	MW	X	80															
kw_3789	s.12	D	9	BVM	SIL	MW	X	80															
kw_3790	s.12	D	10	PCS	SIL	MW	X	90															
kw_3791	s.12	E	1	SIL	SIL	MW	B	90	0	135													
kw_3792	s.12	E	2	IRF	SIL	MW	FO	90	0	257											6991		
kw_3793	s.12	E	3	THT	SIL	MW	R	90	0	42													
kw_3794	s.12	E	4	PAR	SIL	MW	X	90															
kw_3795	s.12	E	5	EGM	SIL	MW	FO	100	0	273													
kw_3796	s.12	E	6	HMC	SIL	MW	X	80															
kw_3797	s.12	E	7	MIL	SIL	MW	B	100	0	155													
kw_3798	s.12	E	8	BNK	SIL	MW	B	90	0	25													
kw_3799	s.12	E	9	BHS	SIL	MW	B	70	0	132											6983		
kw_3800	s.12	E	10	DDW	SIL	MW	B	80	0	61											6987		
kw_3801	s.13	A	1	BVM	SIL	JL	FO	90	0	418											7105		
kw_3802	s.13	A	2	PAR	SIL	JL	FO	90	0	292											7098		
kw_3803	s.13	A	3	BSC	SIL	JL	FO	80	0	277													
