Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NOTES
kw_3362	s.04	B	2	PCS	SIL	JL	SO		1	284		2	0	0	22	3	20	
kw_3363	s.04	B	3	HMC	SIL	JL	X											
kw_3364	s.04	B	4	BVM	SIL	JL	X											
kw_3365	s.04	B	5	BVM	SIL	JL	X											
kw_3366	s.04	B	6	SIL	SIL	JL	B		1	186		4	0	0	8	0	0	
kw_3367	s.04	B	7	BNK	SIL	JL	SO		0	461		0	0	0	11	1	10	
kw_3368	s.04	B	8	DDW	SIL	JL	B		1	212		10	0	0	12	2	30	
kw_3369	s.04	B	9	BHS	SIL	JL	SO		0	415		0	0	0	9	2	10	
kw_3370	s.04	B	10	WHC	SIL	JL	SO		0	303		0	0	0	10	1	100	
kw_3371	s.04	C	1	VNH	SIL	JL	FS		1	371		0	0	0	27	1	5	
kw_3372	s.04	C	2	EGM	SIL	JL	FS		1	471		0	0	0	23	0	0	
kw_3373	s.04	C	3	MIL	SIL	JL	SO		1	343		0	0	0	12	0	0	
kw_3374	s.04	C	4	MIL	SIL	JL	B		1	112		15	0	0	4	0	0	
kw_3375	s.04	C	5	THT	SIL	JL	R		0	50		13	2	5	0	0	0	
kw_3376	s.04	C	6	PCS	SIL	JL	SO		1	248		3	1	10	27	2	10	
kw_3377	s.04	C	7	BVC	SIL	JL	R		0	56		13	1	10	0	0	0	
kw_3378	s.04	C	8	MAH	SIL	JL	X											
kw_3379	s.04	C	9	IRF	SIL	JL	B		1	157		3	0	0	9	1	5	
kw_3380	s.04	C	10	MFP	SIL	JL	X											
kw_3381	s.04	D	1	MAH	SIL	JL	SO		0	240		3	1	10	8	2	15	
kw_3382	s.04	D	2	BHS	SIL	JL	FS		1	299		0	0	0	11	1	10	
kw_3383	s.04	D	3	RUB	SIL	JL	X											
kw_3384	s.04	D	4	BSC	SIL	JL	X											
kw_3385	s.04	D	5	FLF	SIL	JL	R		0	30		9	0	0	0	0	0	
kw_3386	s.04	D	6	THT	SIL	JL	SO		0	219		9	0	0	10	1	10	
kw_3387	s.04	D	7	PAR	SIL	JL	X											
kw_3388	s.04	D	8	VNH	SIL	JL	X											
kw_3389	s.04	D	9	RUB	SIL	JL	X											
kw_3390	s.04	D	10	JAM	SIL	JL	SO		0	685		1	1	15	21	7	75	
kw_3391	s.04	E	1	BHM	SIL	JL	X											
kw_3392	s.04	E	2	SAD	SIL	JL	R		0	54		34	2	15	0	0	0	
kw_3393	s.04	E	3	LTM	SIL	JL	SO		0	292		4	0	0	10	1	5	
kw_3394	s.04	E	4	HMC	SIL	JL	X											
kw_3395	s.04	E	5	SIL	SIL	JL	SO		0	392		2	0	0	11	0	0	
kw_3396	s.04	E	6	BHM	SIL	JL	SO		0	293		3	1	15	11	0	0	
kw_3397	s.04	E	7	BSC	SIL	JL	B		1	178		0	0	0	5	0	0	
kw_3398	s.04	E	8	FLF	SIL	JL	R		0	32		13	0	0	0	0	0	
kw_3399	s.04	E	9	PAR	SIL	JL	X											
kw_3400	s.04	E	10	LTM	SIL	JL	SO		0	476		16	5	15	15	0	0	
kw_3401	s.05	A	1	BHM	SIL	CR	X											
kw_3402	s.05	A	2	MIL	SIL	CR	X											
kw_3403	s.05	A	3	SIL	SIL	CR	FO		1	218		0	0	0	17	7	5	
kw_3404	s.05	A	4	DDW	SIL	CR	B		1	182		10	2	5	12	0	0	
kw_3405	s.05	A	5	LTM	SIL	CR	SO		0	414		5	0	0	16	4	5	
kw_3406	s.05	A	6	BHS	SIL	CR	SO		0	438		0	0	0	10	0	0	
kw_3407	s.05	A	7	BVC	SIL	CR	X											
kw_3408	s.05	A	8	WHC	SIL	CR	FO		1	220		3	0	0	15	1	10	
kw_3409	s.05	A	9	ECM	SIL	CR	X											
kw_3410	s.05	A	10	THT	SIL	CR	SO		0	269		4	0	0	11	3	5	
kw_3411	s.05	B	1	VNH	SIL	CR	R		0	37		19	3	20				
kw_3412	s.05	B	2	MAH	SIL	CR	R		0	15		12	0	0				
kw_3413	s.05	B	3	SAD	SIL	CR	SO		1	322		8	0	0	16	1	10	
kw_3414	s.05	B	4	FLF	SIL	CR	X											
kw_3415	s.05	B	5	RUB	SIL	CR	X											
kw_3416	s.05	B	6	BSC	SIL	CR	R		0	42		15	0	0				
kw_3417	s.05	B	7	ECM	SIL	CR	SO		0	278		0	0	0	13	1	15	
kw_3418	s.05	B	8	DDW	SIL	CR	SO		0	431		1	0	0	12	1	5	
kw_3419	s.05	B	9	BVC	SIL	CR	FS		1	246		4	0	0	21	1	5	
kw_3420	s.05	B	10	PCS	SIL	CR	X											
kw_3421	s.05	C	1	PAR	SIL	CR	X											
kw_3422	s.05	C	2	RUB	SIL	CR	X											
kw_3423	s.05	C	3	BHS	SIL	CR	SO		0	428		5	0	0	9	4	60	
kw_3424	s.05	C	4	BSC	SIL	CR	R		0	44		10	0	0				
kw_3425	s.05	C	5	SAD	SIL	CR	SO		1	379		0	0	0	16	2	50	
kw_3426	s.05	C	6	EGM	SIL	CR	SO		0	436		0	0	0	9	3	5	
kw_3427	s.05	C	7	VNH	SIL	CR	SO		0	353		0	0	0	8	0	0	
kw_3428	s.05	C	8	LTM	SIL	CR	SO		0	441		3	1	10	16	0	0	
kw_3429	s.05	C	9	MAH	SIL	CR	X											
kw_3430	s.05	C	10	BNK	SIL	CR	R		0	28		9	0	0				
kw_3431	s.05	D	1	IRF	SIL	CR	B		1	213		6	3	15	13	5	20	
kw_3432	s.05	D	2	WHC	SIL	CR	SO		0	272		0	0	0	28	9	20	
kw_3433	s.05	D	3	BHM	SIL	CR	X											
kw_3434	s.05	D	4	IRF	SIL	CR	FS		1	238		7	1	5	15	2	10	
kw_3435	s.05	D	5	MFP	SIL	CR	X											
kw_3436	s.05	D	6	JAM	SIL	CR	SO		0	363		2	0	0	9	0	0	
kw_3437	s.05	D	7	SIL	SIL	CR	R		0	29		13	0	0				
kw_3438	s.05	D	8	HMC	SIL	CR	B		1	266		0	0	0	20	0	0	
kw_3439	s.05	D	9	THT	SIL	CR	R		0	43		19	0	0				
kw_3440	s.05	D	10	PAR	SIL	CR	R		0	28		11	2	5				
kw_3441	s.05	E	1	JAM	SIL	CR	X											
kw_3442	s.05	E	2	BVM	SIL	CR	X											
kw_3443	s.05	E	3	EGM	SIL	CR	B		1	64		0	0	0	4	4	15	
kw_3444	s.05	E	4	MFP	SIL	CR	X											
kw_3445	s.05	E	5	BVM	SIL	CR	R		0	35		16	0	0				
kw_3446	s.05	E	6	FLF	SIL	CR	SO		0	488		0	0	0	11	1	10	
kw_3447	s.05	E	7	PCS	SIL	CR	SO		0	375		0	0	0	7	2	10	
kw_3448	s.05	E	8	MIL	SIL	CR	SO		1	263		0	0	0	12	1	15	
kw_3449	s.05	E	9	HMC	SIL	CR	X											
kw_3450	s.05	E	10	BNK	SIL	CR	X											
kw_3451	s.06	A	1	BNK	SIL	CR	X											
kw_3452	s.06	A	2	MIL	SIL	CR	SO		0	290		4	0	0	7	0	0	
kw_3453	s.06	A	3	PAR	SIL	CR	R		0	16		11	0	0				
kw_3454	s.06	A	4	ECM	SIL	CR	FO		0	121		1	1	20	8	4	10	
kw_3455	s.06	A	5	ECM	SIL	CR	SO		0	270		0	0	0	22	0	0	
kw_3456	s.06	A	6	BSC	SIL	CR	X											
kw_3457	s.06	A	7	RUB	SIL	CR	FO		0	120		4	1	10	18	0	0	
kw_3458	s.06	A	8	THT	SIL	CR	R		0	38		15	0	0				
kw_3459	s.06	A	9	MAH	SIL	CR	R		0	56		26	1	5				
kw_3460	s.06	A	10	BHM	SIL	CR	R		0	43		22	4	30				
kw_3461	s.06	B	1	SIL	SIL	CR	B		1	260		0	0	0	10	1	5	
kw_3462	s.06	B	2	WHC	SIL	CR	R		0	31		20	2	5				
kw_3463	s.06	B	3	MAH	SIL	CR	R		0	13		13	1	5				
kw_3464	s.06	B	4	THT	SIL	CR	FS		1	129		11	0	0	13	1	60	
kw_3465	s.06	B	5	BHM	SIL	CR	X											
kw_3466	s.06	B	6	PCS	SIL	CR	SO		0	338		0	0	0	8	2	5	
kw_3467	s.06	B	7	DDW	SIL	CR	B		1	248		12	0	0	11	0	0	
kw_3468	s.06	B	8	BVM	SIL	CR	X											
kw_3469	s.06	B	9	DDW	SIL	CR	FS		1	182		5	1	5	17	2	5	
kw_3470	s.06	B	10	RUB	SIL	CR	SO		0	322		4	4	30	24	13	50	
kw_3471	s.06	C	1	BHS	SIL	CR	X											
kw_3472	s.06	C	2	JAM	SIL	CR	SO		0	651		0	0	0	15	4	10	
kw_3473	s.06	C	3	IRF	SIL	CR	B		1	255		3	1	5	13	0	0	
kw_3474	s.06	C	4	EGM	SIL	CR	SO		1	534		0	0	0	23	7	5	
kw_3475	s.06	C	5	HMC	SIL	CR	X											
kw_3476	s.06	C	6	WHC	SIL	CR	FO		1	253		5	0	0	25	2	30	
kw_3477	s.06	C	7	BVC	SIL	CR	SO		0	363		0	0	0	10	2	5	
kw_3478	s.06	C	8	VNH	SIL	CR	R		0	49		19	4	10				
kw_3479	s.06	C	9	PAR	SIL	CR	R		0	33		14	3	10				
kw_3480	s.06	C	10	BVM	SIL	CR	X											
kw_3481	s.06	D	1	JAM	SIL	CR	R		0	21		16	1	10				
kw_3482	s.06	D	2	FLF	SIL	CR	SO		0	371		10	0	0	19	2	10	
kw_3483	s.06	D	3	BNK	SIL	CR	X											
kw_3484	s.06	D	4	LTM	SIL	CR	R		54	12		0	0					
kw_3485	s.06	D	5	MFP	SIL	CR	X											
kw_3486	s.06	D	6	BSC	SIL	CR	SO		0	282		0	0	0	8	0	0	
kw_3487	s.06	D	7	SAD	SIL	CR	SO		1	404		9	0	0	19	0	0	
kw_3488	s.06	D	8	BVC	SIL	CR	X											
kw_3489	s.06	D	9	IRF	SIL	CR	B		1	136		6	2	5	9	0	0	
kw_3490	s.06	D	10	BHS	SIL	CR	SO		1	273		1	1	40	20	3	20	IN THE WRONG PLACCE
kw_3491	s.06	E	1	HMC	SIL	CR	X											
kw_3492	s.06	E	2	LTM	SIL	CR	SO		0	323		1	0	0	5	0	0	
kw_3493	s.06	E	3	MIL	SIL	CR	SO		0	317		30	0	0	1	0	0	
kw_3494	s.06	E	4	VNH	SIL	CR	R		0	57		12	2	5				
kw_3495	s.06	E	5	MFP	SIL	CR	C											
kw_3496	s.06	E	6	SIL	SIL	CR	SO		0	434		1	0	0	6	0	0	
kw_3497	s.06	E	7	EGM	SIL	CR	R		0	43		16	0	0				
kw_3498	s.06	E	8	FLF	SIL	CR	X											
kw_3499	s.06	E	9	SAD	SIL	CR	M											
kw_3500	s.06	E	10	PCS	SIL	CR	M											
kw_3501	s.07	A	1	PAR	SIL	MW	SO		1	257		9	2	5	10	0	0	
kw_3502	s.07	A	2	MAH	SIL	MW	SO		1	236		3	0	0	28	2	10	
kw_3503	s.07	A	3	THT	SIL	MW	SO		0	320		3	0	0	11	0	0	
kw_3504	s.07	A	4	BVM	SIL	MW	X											
kw_3505	s.07	A	5	WHC	SIL	MW	B		0	215		18	1	15	7	0	0	TOP DRIED OUT
kw_3506	s.07	A	6	RUB	SIL	MW	X											
kw_3507	s.07	A	7	JAM	SIL	MW	SO		0	385		24	0	0	6	0	0	
kw_3508	s.07	A	8	BSC	SIL	MW	FS		1	215		3	0	0	22	2	45	
kw_3509	s.07	A	9	FLF	SIL	MW	FS		1	324		0	0	0	38	3	15	
kw_3510	s.07	A	10	EGM	SIL	MW	SO		0	603		0	0	0	16	6	15	
kw_3511	s.07	B	1	ECM	SIL	MW	SO		0	436		0	0	0	5	2	10	
kw_3512	s.07	B	2	WHC	SIL	MW	SO		0	330		0	0	0	13	1	30	
kw_3513	s.07	B	3	BSC	SIL	MW	R		0	61		16	0	0				
kw_3514	s.07	B	4	BVC	SIL	MW	R		0	55		12	2	5				
kw_3515	s.07	B	5	SIL	SIL	MW	SO		0	369		9	0	0	9	0	0	
kw_3516	s.07	B	6	BHS	SIL	MW	SO		0	431		0	0	0	12	3	5	
kw_3517	s.07	B	7	SAD	SIL	MW	SO		1	377		0	0	0	10	1	5	
kw_3518	s.07	B	8	MFP	SIL	MW	X											
kw_3519	s.07	B	9	MAH	SIL	MW	X											
kw_3520	s.07	B	10	PCS	SIL	MW	SO		0	400		0	0	0	6	2	20	
kw_3521	s.07	C	1	MIL	SIL	MW	FS		1	347		0	0	0	13	4	5	
kw_3522	s.07	C	2	PAR	SIL	MW	X											
kw_3523	s.07	C	3	ECM	SIL	MW	X											
kw_3524	s.07	C	4	IRF	SIL	MW	SO		0	252		1	0	0	11	0	0	
kw_3525	s.07	C	5	SIL	SIL	MW	SO		0	430		3	0	0	7	0	0	
kw_3526	s.07	C	6	PCS	SIL	MW	FO		1	206		9	0	0	13	2	10	
kw_3527	s.07	C	7	VNH	SIL	MW	SO		0	385		0	0	0	10	1	10	
kw_3528	s.07	C	8	MFP	SIL	MW	X											
kw_3529	s.07	C	9	LTM	SIL	MW	SO		0	441		5	0	0	10	0	0	
kw_3530	s.07	C	10	MIL	SIL	MW	FS		0	403		0	0	0	8	0	0	
kw_3531	s.07	D	1	DDW	SIL	MW	B		1	282		8	4	10	14	1	15	
kw_3532	s.07	D	2	IRF	SIL	MW	B		1	199		7	4	10	12	3	30	
kw_3533	s.07	D	3	SAD	SIL	MW	SO		1	428		0	0	0	14	1	10	
kw_3534	s.07	D	4	EGM	SIL	MW	SO		0	684		0	0	0	18	5	20	
kw_3535	s.07	D	5	BHM	SIL	MW	X											
kw_3536	s.07	D	6	THT	SIL	MW	SO		0	310		1	1	10	13	1	10	
kw_3537	s.07	D	7	DDW	SIL	MW	FS		1	275		4	0	0	19	1	10	
kw_3538	s.07	D	8	BNK	SIL	MW	R		0	49		10	2	15				
kw_3539	s.07	D	9	BHS	SIL	MW	SO		0	578		0	0	0	15	3	10	
kw_3540	s.07	D	10	JAM	SIL	MW	SO		0	347		8	0	0	6	0	0	
kw_3541	s.07	E	1	FLF	SIL	MW	SO		0	566		10	0	0	12	3	5	
kw_3542	s.07	E	2	BVC	SIL	MW	R		0	42		25	0	0				
kw_3543	s.07	E	3	RUB	SIL	MW	X											
kw_3544	s.07	E	4	HMC	SIL	MW	X											
kw_3545	s.07	E	5	BVM	SIL	MW	X											
kw_3546	s.07	E	6	LTM	SIL	MW	SO		0	371		5	0	0	9	1	5	
kw_3547	s.07	E	7	VNH	SIL	MW	R		0	51		23	3	15				
kw_3548	s.07	E	8	BHM	SIL	MW	B		1	354		22	0	0	21	8	5	
kw_3549	s.07	E	9	BNK	SIL	MW	SO		0	455		0	0	0	6	1	5	
kw_3550	s.07	E	10	HMC	SIL	MW	X											
kw_3551	s.08	A	1	JAM	SIL	RK	SO		0	407		9	2	10	10	2	5	
kw_3552	s.08	A	2	VNH	SIL	RK	SO		0	409		0			12	0	0	
kw_3553	s.08	A	3	FLF	SIL	RK	SO		0	444		7	0	0	5	0	0	
kw_3554	s.08	A	4	MFP	SIL	RK	X											
kw_3555	s.08	A	5	IRF	SIL	RK	B		1	221		12	1	5	13	1	5	
kw_3556	s.08	A	6	SIL	SIL	RK	SO		0	453		1	0	0	8	0	0	
kw_3557	s.08	A	7	WHC	SIL	RK	R		0	36		9	0	0				
kw_3558	s.08	A	8	BNK	SIL	RK	R		0	20		12	3	20				REGROWTH
kw_3559	s.08	A	9	ECM	SIL	RK	SO		1	382		0			23	5	10	
kw_3560	s.08	A	10	MAH	SIL	RK	SO		0	572		0			10	0	0	
kw_3561	s.08	B	1	SAD	SIL	RK	R		0	43		19	0	0				
kw_3562	s.08	B	2	BHM	SIL	RK	SO		0	385		0			11	0	0	
kw_3563	s.08	B	3	THT	SIL	RK	R		0	37		15	0	0				
kw_3564	s.08	B	4	PAR	SIL	RK	X											
kw_3565	s.08	B	5	BHS	SIL	RK	R		0	28		8	3	20				
kw_3566	s.08	B	6	VNH	SIL	RK	R		0	32		15	0	0				
kw_3567	s.08	B	7	LTM	SIL	RK	SO		0	448		0			12	0	0	
kw_3568	s.08	B	8	MAH	SIL	RK	X											
kw_3569	s.08	B	9	MIL	SIL	RK	SO		0	533		4	0	0	12	2	5	
kw_3570	s.08	B	10	BVC	SIL	RK	R		0	65		15	0	0				
kw_3571	s.08	C	1	RUB	SIL	RK	SO		0	325		5	0	0	18	0	0	
kw_3572	s.08	C	2	DDW	SIL	RK	SO		1	463		8	0	0	17	0	0	
kw_3573	s.08	C	3	MIL	SIL	RK	FO		1	344		6	0	0	14	2	10	
kw_3574	s.08	C	4	BHM	SIL	RK	SO		1	375		0			8	0	0	
kw_3575	s.08	C	5	BSC	SIL	RK	FS		1	276		0			16	0	0	
kw_3576	s.08	C	6	PCS	SIL	RK	SO		0	293		4	0	0	10	0	0	
kw_3577	s.08	C	7	SIL	SIL	RK	SO		0	561		0			10	3	10	
kw_3578	s.08	C	8	BVC	SIL	RK	R		0	51		14	2	5				
kw_3579	s.08	C	9	BHS	SIL	RK	SO		0	331		0			11	0	0	
kw_3580	s.08	C	10	PAR	SIL	RK	X											
kw_3581	s.08	D	1	PCS	SIL	RK	SO		0	388		0			10	4	20	
kw_3582	s.08	D	2	WHC	SIL	RK	SO		0	364		0			12	2	10	
kw_3583	s.08	D	3	SAD	SIL	RK	SO		0	402		0			9	0	0	
kw_3584	s.08	D	4	EGM	SIL	RK	SO		1	592		0			23	2	20	
kw_3585	s.08	D	5	JAM	SIL	RK	SO		1	410		11	0	0	13	0	0	
kw_3586	s.08	D	6	BSC	SIL	RK	SO		0	317		0			11	1	20	
kw_3587	s.08	D	7	HMC	SIL	RK	X											
kw_3588	s.08	D	8	DDW	SIL	RK	SO		1	352		11	0	0	14	0	0	
kw_3589	s.08	D	9	LTM	SIL	RK	B		1	348		6	0	0	14	0	0	
kw_3590	s.08	D	10	THT	SIL	RK	R		0	41		15	0	0				
kw_3591	s.08	E	1	FLF	SIL	RK	X											
kw_3592	s.08	E	2	HMC	SIL	RK	X											
kw_3593	s.08	E	3	BVM	SIL	RK	X											
kw_3594	s.08	E	4	RUB	SIL	RK	X											
kw_3595	s.08	E	5	MFP	SIL	RK	X											
kw_3596	s.08	E	6	ECM	SIL	RK	SO		1	389		0			5	1	5	
kw_3597	s.08	E	7	EGM	SIL	RK	SO		1	678		0			21	4	10	
kw_3598	s.08	E	8	IRF	SIL	RK	SO		0	446		1	0	0	9	3	15	
kw_3599	s.08	E	9	BNK	SIL	RK	R		0	41		18	4	10				
kw_3600	s.08	E	10	BVM	SIL	RK	X											
kw_3601	s.09	A	1	HMC	SIL	CR	X											
kw_3602	s.09	A	2	VNH	SIL	CR	X											
kw_3603	s.09	A	3	SIL	SIL	CR	B		1	195		5	0	0	11	1	20	
kw_3604	s.09	A	4	SAD	SIL	CR	SO		1	577		0	0	0	13	2	10	
kw_3605	s.09	A	5	SIL	SIL	CR	B		1	228		7	0	0	21	0	0	
kw_3606	s.09	A	6	JAM	SIL	CR	SO		1	367		8	0	0	17	2	5	
kw_3607	s.09	A	7	DDW	SIL	CR	B		1	287		14	3	5	19	2	50	
kw_3608	s.09	A	8	BHM	SIL	CR	X											
kw_3609	s.09	A	9	IRF	SIL	CR	B		1	169		5	0	0	11	0	0	
kw_3610	s.09	A	10	BVC	SIL	CR	R		0	48		14	0	0				
kw_3611	s.09	B	1	BHS	SIL	CR	SO		0	402		2	0	0	15	1	5	
kw_3612	s.09	B	2	THT	SIL	CR	R		0	30		9	0	0				
kw_3613	s.09	B	3	PCS	SIL	CR	SO		1	424		1	0	0	16	0	0	
kw_3614	s.09	B	4	BSC	SIL	CR	FS		1	397		0	0	0	16	0	0	
kw_3615	s.09	B	5	LTM	SIL	CR	B		1	335		17	0	0	14	1	5	
kw_3616	s.09	B	6	PAR	SIL	CR	X											
kw_3617	s.09	B	7	JAM	SIL	CR	R		0	54		19	6	10				
kw_3618	s.09	B	8	BNK	SIL	CR	R		0	29		17	0	0				
kw_3619	s.09	B	9	BSC	SIL	CR	FS		1	257		3	0	0	14	1	50	
kw_3620	s.09	B	10	EGM	SIL	CR	B		1	184		1	0	0	15	2	5	
kw_3621	s.09	C	1	RUB	SIL	CR	X											
kw_3622	s.09	C	2	LTM	SIL	CR	B		1	171		13	0	0	11	0	0	
kw_3623	s.09	C	3	PCS	SIL	CR	SO		1	440		5	0	0	9	1	5	
kw_3624	s.09	C	4	HMC	SIL	CR	X											
kw_3625	s.09	C	5	MIL	SIL	CR	SO		0	417		0	0	0	12	0	0	
kw_3626	s.09	C	6	VNH	SIL	CR	X											
kw_3627	s.09	C	7	BVC	SIL	CR	SO		0	426		6	0	0	14	0	0	
kw_3628	s.09	C	8	BVM	SIL	CR	X											
kw_3629	s.09	C	9	THT	SIL	CR	R		0	21		11	0	0				
kw_3630	s.09	C	10	BHM	SIL	CR	X											
kw_3631	s.09	D	1	BNK	SIL	CR	SO		0	301		0	0	0	11	0	0	
kw_3632	s.09	D	2	MAH	SIL	CR	R		0	39		10	3	5				
kw_3633	s.09	D	3	WHC	SIL	CR	R		0	38		23	4	10				
kw_3634	s.09	D	4	WHC	SIL	CR	SO		1	374		8	0	0	15	0	0	
kw_3635	s.09	D	5	DDW	SIL	CR	FO		1	210		9	2	5	18	1	5	
kw_3636	s.09	D	6	MFP	SIL	CR	X											
kw_3637	s.09	D	7	MIL	SIL	CR	SO		0	642		0	0	0	14	3	5	
kw_3638	s.09	D	8	MAH	SIL	CR	SO		0	346		9	0	0	23	1	5	
kw_3639	s.09	D	9	PAR	SIL	CR	X											
kw_3640	s.09	D	10	FLF	SIL	CR	B		1	357		15	0	0	13	0	0	
kw_3641	s.09	E	1	EGM	SIL	CR	SO		0	355		0	0	0	13	0	0	
kw_3642	s.09	E	2	FLF	SIL	CR	X											
kw_3643	s.09	E	3	RUB	SIL	CR	X											
kw_3644	s.09	E	4	IRF	SIL	CR	FS		1	310		7	0	0	20	2	5	
kw_3645	s.09	E	5	ECM	SIL	CR	R		0	56		19	7	10				
kw_3646	s.09	E	6	BHS	SIL	CR	R		0	12		11	0	0				
kw_3647	s.09	E	7	MFP	SIL	CR	X											
kw_3648	s.09	E	8	BVM	SIL	CR	X											
kw_3649	s.09	E	9	ECM	SIL	CR	SO		1	325		0	0	0	18	4	10	
kw_3650	s.09	E	10	SAD	SIL	CR	SO		0	400		0	0	0	12	0	0	
kw_3651	s.10	A	1	MAH	SIL	JL	R		0	48		14	0	0	0	0	0	
kw_3652	s.10	A	2	RUB	SIL	JL	X											
kw_3653	s.10	A	3	THT	SIL	JL	SO		0	297		9	0	0	8	0	0	
kw_3654	s.10	A	4	FLF	SIL	JL	SO		0	552		0	0	0	14	2	15	
kw_3655	s.10	A	5	BVC	SIL	JL	FO		1	178		0	0	0	12	3	30	
kw_3656	s.10	A	6	JAM	SIL	JL	SO		0	242		18	0	0	9	0	0	
kw_3657	s.10	A	7	PAR	SIL	JL	X											
kw_3658	s.10	A	8	PCS	SIL	JL	SO		0	471		0	0	0	9	4	15	
kw_3659	s.10	A	9	THT	SIL	JL	SO		1	274		3	0	0	16	0	0	
kw_3660	s.10	A	10	PCS	SIL	JL	X											
kw_3661	s.10	B	1	BVM	SIL	JL	X											
kw_3662	s.10	B	2	LTM	SIL	JL	SO		0	316		0	0	0	12	0	0	
kw_3663	s.10	B	3	LTM	SIL	JL	SO		0	341		10	0	0	11	0	0	
kw_3664	s.10	B	4	BHS	SIL	JL	R		0	27		9	0	0	0	0	0	
kw_3665	s.10	B	5	MIL	SIL	JL	SO		0	471		0	0	0	10	0	0	
kw_3666	s.10	B	6	FLF	SIL	JL	R		0	34		15	2	5	0	0	0	
kw_3667	s.10	B	7	BSC	SIL	JL	R		0	46		12	0	0	0	0	0	
kw_3668	s.10	B	8	BVM	SIL	JL	X											
kw_3669	s.10	B	9	DDW	SIL	JL	SO		1	373		4	0	0	17	8	10	
kw_3670	s.10	B	10	JAM	SIL	JL	SO		0	425		20	3	10	13	10	40	
kw_3671	s.10	C	1	SAD	SIL	JL	SO		1	406		0	0	0	9	1	60	
kw_3672	s.10	C	2	IRF	SIL	JL	SO		0	345		6	0	0	14	1	5	
kw_3673	s.10	C	3	BNK	SIL	JL	SO		0	412		0	0	0	10	0	0	
kw_3674	s.10	C	4	SIL	SIL	JL	SO		0	475		0	0	0	6	1	10	
kw_3675	s.10	C	5	SAD	SIL	JL	R		0	86		17	3	5	0	0	0	
kw_3676	s.10	C	6	BSC	SIL	JL	SO		1	382		2	0	0	16	3	10	
kw_3677	s.10	C	7	EGM	SIL	JL	SO		0	465		0	0	0	8	1	5	
kw_3678	s.10	C	8	RUB	SIL	JL	X											
kw_3679	s.10	C	9	BVC	SIL	JL	B		1	200		10	4	10	24	1	40	
kw_3680	s.10	C	10	MFP	SIL	JL	X											
kw_3681	s.10	D	1	SIL	SIL	JL	B		1	205		7	0	0	16	4	10	
kw_3682	s.10	D	2	EGM	SIL	JL	SO		0	595		0	0	0	18	3	10	
kw_3683	s.10	D	3	BHM	SIL	JL	X											
kw_3684	s.10	D	4	MFP	SIL	JL	X											
kw_3685	s.10	D	5	PAR	SIL	JL	X											
kw_3686	s.10	D	6	MAH	SIL	JL	SO		1	326		0	0	0	15	8	30	
kw_3687	s.10	D	7	HMC	SIL	JL	X											
kw_3688	s.10	D	8	MIL	SIL	JL	R		0	30		19	0	0	0	0	0	
kw_3689	s.10	D	9	VNH	SIL	JL	X											
kw_3690	s.10	D	10	BHS	SIL	JL	SO		0	338		0	0	0	11	1	90	
kw_3691	s.10	E	1	WHC	SIL	JL	R		0	32		16	0	0	0	0	0	
kw_3692	s.10	E	2	ECM	SIL	JL	SO		0	453		0	0	0	3	0	0	
kw_3693	s.10	E	3	VNH	SIL	JL	X											
kw_3694	s.10	E	4	WHC	SIL	JL	X											
kw_3695	s.10	E	5	IRF	SIL	JL	SO		0	345		0	0	0	8	1	5	
kw_3696	s.10	E	6	ECM	SIL	JL	SO		0	359		0	0	0	3	0	0	
kw_3697	s.10	E	7	BNK	SIL	JL	X											
kw_3698	s.10	E	8	HMC	SIL	JL	SO		0	150		13	0	0	7	0	0	
kw_3699	s.10	E	9	DDW	SIL	JL	SO		0	306		2	0	0	11	1	5	
kw_3700	s.10	E	10	BHM	SIL	JL	X											
kw_3701	s.11	A	1	RUB	SIL	RK	X											
kw_3702	s.11	A	2	SIL	SIL	RK	SO		0	406		0			7	0	0	
kw_3703	s.11	A	3	PCS	SIL	RK	SO		0	334		0			8	0	0	
kw_3704	s.11	A	4	HMC	SIL	RK	X											
kw_3705	s.11	A	5	MIL	SIL	RK	SO		0	650		0			8	1	5	
kw_3706	s.11	A	6	THT	SIL	RK	FO		1	193		13	0	0	19	2	5	
kw_3707	s.11	A	7	HMC	SIL	RK	X											
kw_3708	s.11	A	8	FLF	SIL	RK	R		0	25		11	0	0				
kw_3709	s.11	A	9	JAM	SIL	RK	X											
kw_3710	s.11	A	10	DDW	SIL	RK	SO		0	427		1	0	0	15	0	0	
kw_3711	s.11	B	1	SAD	SIL	RK	SO		0	301		7	0	0	5	0	0	
kw_3712	s.11	B	2	BNK	SIL	RK	B		0	97		1	1	10	13	2	5	TOP DRIED OUT
kw_3713	s.11	B	3	PCS	SIL	RK	SO		0	370		0			5	0	0	
kw_3714	s.11	B	4	EGM	SIL	RK	SO		0	658		0			9	0	0	
kw_3715	s.11	B	5	IRF	SIL	RK	SO		0	397		6	0	0	12	0	0	
kw_3716	s.11	B	6	LTM	SIL	RK	X											
kw_3717	s.11	B	7	EGM	SIL	RK	SO		0	530		0			13	0	0	
kw_3718	s.11	B	8	JAM	SIL	RK	SO		0	314		0			9	0	0	
kw_3719	s.11	B	9	MIL	SIL	RK	SO		0	641		0			9	1	5	
