Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NFr	LS	AvFr	
kw_3612	s.09	B	2	THT	SIL																
kw_3613	s.09	B	3	PCS	SIL																
kw_3614	s.09	B	4	BSC	SIL																
kw_3615	s.09	B	5	LTM	SIL																
kw_3616	s.09	B	6	PAR	SIL																
kw_3617	s.09	B	7	JAM	SIL																
kw_3618	s.09	B	8	BNK	SIL																
kw_3619	s.09	B	9	BSC	SIL																
kw_3620	s.09	B	10	EGM	SIL																
kw_3621	s.09	C	1	RUB	SIL																
kw_3622	s.09	C	2	LTM	SIL																
kw_3623	s.09	C	3	PCS	SIL																
kw_3624	s.09	C	4	HMC	SIL																
kw_3625	s.09	C	5	MIL	SIL																
kw_3626	s.09	C	6	VNH	SIL																
kw_3627	s.09	C	7	BVC	SIL																
kw_3628	s.09	C	8	BVM	SIL																
kw_3629	s.09	C	9	THT	SIL																
kw_3630	s.09	C	10	BHM	SIL																
kw_3631	s.09	D	1	BNK	SIL																
kw_3632	s.09	D	2	MAH	SIL																
kw_3633	s.09	D	3	WHC	SIL																
kw_3634	s.09	D	4	WHC	SIL																
kw_3635	s.09	D	5	DDW	SIL																
kw_3636	s.09	D	6	MFP	SIL																
kw_3637	s.09	D	7	MIL	SIL																
kw_3638	s.09	D	8	MAH	SIL																
kw_3639	s.09	D	9	PAR	SIL																
kw_3640	s.09	D	10	FLF	SIL																
kw_3641	s.09	E	1	EGM	SIL																
kw_3642	s.09	E	2	FLF	SIL																
kw_3643	s.09	E	3	RUB	SIL																
kw_3644	s.09	E	4	IRF	SIL																
kw_3645	s.09	E	5	ECM	SIL																
kw_3646	s.09	E	6	BHS	SIL																
kw_3647	s.09	E	7	MFP	SIL																
kw_3648	s.09	E	8	BVM	SIL																
kw_3649	s.09	E	9	ECM	SIL																
kw_3650	s.09	E	10	SAD	SIL																
kw_3651	s.10	A	1	MAH	SIL	MW	R														
kw_3652	s.10	A	2	RUB	SIL	MW	X														
kw_3653	s.10	A	3	THT	SIL	MW	SO		0									3		56	
kw_3654	s.10	A	4	FLF	SIL	MW	B		1												
kw_3655	s.10	A	5	BVC	SIL	MW	B		1												
kw_3656	s.10	A	6	JAM	SIL	MW	SO		0									2		56	READY
kw_3657	s.10	A	7	PAR	SIL	MW	X														
kw_3658	s.10	A	8	PCS	SIL	MW	SO		0									4		57	READY
kw_3659	s.10	A	9	THT	SIL	MW	SO		0									2		49	
kw_3660	s.10	A	10	PCS	SIL	MW	X														
kw_3661	s.10	B	1	BVM	SIL	MW	X														
kw_3662	s.10	B	2	LTM	SIL	MW	B		1												
kw_3663	s.10	B	3	LTM	SIL	MW	SO		0									2		47	DEHISCED
kw_3664	s.10	B	4	BHS	SIL	MW	R														
kw_3665	s.10	B	5	MIL	SIL	MW	SO		0									3		72	READY
kw_3666	s.10	B	6	FLF	SIL	MW	R														
kw_3667	s.10	B	7	BSC	SIL	MW	R														
kw_3668	s.10	B	8	BVM	SIL	MW	X														
kw_3669	s.10	B	9	DDW	SIL	MW	SO		1									6		32	
kw_3670	s.10	B	10	JAM	SIL	MW	B		1												
kw_3671	s.10	C	1	SAD	SIL	MW	SO		1									4		35	
kw_3672	s.10	C	2	IRF	SIL	MW	SO		0									3		49	
kw_3673	s.10	C	3	BNK	SIL	MW	SO		0									3		65	READY
kw_3674	s.10	C	4	SIL	SIL	MW	SO		0									8		56	READY
kw_3675	s.10	C	5	SAD	SIL	MW	R														
kw_3676	s.10	C	6	BSC	SIL	MW	SO		1									5		42	
kw_3677	s.10	C	7	EGM	SIL	MW	B		1												
kw_3678	s.10	C	8	RUB	SIL	MW	X														
kw_3679	s.10	C	9	BVC	SIL	MW	B		1												
kw_3680	s.10	C	10	MFP	SIL	MW	X														
kw_3681	s.10	D	1	SIL	SIL	MW	B		1												
kw_3682	s.10	D	2	EGM	SIL	MW	SO		1									11		33	
kw_3683	s.10	D	3	BHM	SIL	MW	X														
kw_3684	s.10	D	4	MFP	SIL	MW	X														
kw_3685	s.10	D	5	PAR	SIL	MW	X														
kw_3686	s.10	D	6	MAH	SIL	MW	SO		1									5		50	READY
kw_3687	s.10	D	7	HMC	SIL	MW	X														
kw_3688	s.10	D	8	MIL	SIL	MW	R														
kw_3689	s.10	D	9	VNH	SIL	MW	X														
kw_3690	s.10	D	10	BHS	SIL	MW	SO		0									2		65	
kw_3691	s.10	E	1	WHC	SIL	MW	R														
kw_3692	s.10	E	2	ECM	SIL	MW	B		1												
kw_3693	s.10	E	3	VNH	SIL	MW	X														
kw_3694	s.10	E	4	WHC	SIL	MW	X														
kw_3695	s.10	E	5	IRF	SIL	MW	SO		0									5		40	READY
kw_3696	s.10	E	6	ECM	SIL	MW	B		1												
kw_3697	s.10	E	7	BNK	SIL	MW	X														
kw_3698	s.10	E	8	HMC	SIL	MW	X														
kw_3699	s.10	E	9	DDW	SIL	MW	B		1												
kw_3700	s.10	E	10	BHM	SIL	MW	X														
kw_3701	s.11	A	1	RUB	SIL																
kw_3702	s.11	A	2	SIL	SIL																
kw_3703	s.11	A	3	PCS	SIL																
kw_3704	s.11	A	4	HMC	SIL																
kw_3705	s.11	A	5	MIL	SIL																
kw_3706	s.11	A	6	THT	SIL																
kw_3707	s.11	A	7	HMC	SIL																
kw_3708	s.11	A	8	FLF	SIL																
kw_3709	s.11	A	9	JAM	SIL																
kw_3710	s.11	A	10	DDW	SIL																
kw_3711	s.11	B	1	SAD	SIL																
kw_3712	s.11	B	2	BNK	SIL																
kw_3713	s.11	B	3	PCS	SIL																
kw_3714	s.11	B	4	EGM	SIL																
kw_3715	s.11	B	5	IRF	SIL																
kw_3716	s.11	B	6	LTM	SIL																
kw_3717	s.11	B	7	EGM	SIL																
kw_3718	s.11	B	8	JAM	SIL																
kw_3719	s.11	B	9	MIL	SIL																
kw_3720	s.11	B	10	BHM	SIL																
kw_3721	s.11	C	1	WHC	SIL																
kw_3722	s.11	C	2	DDW	SIL																
kw_3723	s.11	C	3	SAD	SIL																
kw_3724	s.11	C	4	BHM	SIL																
kw_3725	s.11	C	5	IRF	SIL																
kw_3726	s.11	C	6	BVM	SIL																
kw_3727	s.11	C	7	MAH	SIL																
kw_3728	s.11	C	8	BNK	SIL																
kw_3729	s.11	C	9	BHS	SIL																
kw_3730	s.11	C	10	BSC	SIL																
kw_3731	s.11	D	1	VNH	SIL																
kw_3732	s.11	D	2	LTM	SIL																
kw_3733	s.11	D	3	WHC	SIL																
kw_3734	s.11	D	4	MFP	SIL																
kw_3735	s.11	D	5	PAR	SIL																
kw_3736	s.11	D	6	PAR	SIL																
kw_3737	s.11	D	7	BHS	SIL																
kw_3738	s.11	D	8	RUB	SIL																
kw_3739	s.11	D	9	THT	SIL																
kw_3740	s.11	D	10	ECM	SIL																
kw_3741	s.11	E	1	BVC	SIL																
kw_3742	s.11	E	2	MAH	SIL																
kw_3743	s.11	E	3	VNH	SIL																
kw_3744	s.11	E	4	MFP	SIL																
kw_3745	s.11	E	5	BSC	SIL																
kw_3746	s.11	E	6	SIL	SIL																
kw_3747	s.11	E	7	FLF	SIL																
kw_3748	s.11	E	8	ECM	SIL																
kw_3749	s.11	E	9	BVM	SIL																
kw_3750	s.11	E	10	BVC	SIL																
kw_3751	s.12	A	1	BHM	SIL																
kw_3752	s.12	A	2	BSC	SIL																
kw_3753	s.12	A	3	FLF	SIL																
kw_3754	s.12	A	4	MIL	SIL																
kw_3755	s.12	A	5	BVC	SIL																
kw_3756	s.12	A	6	THT	SIL																
kw_3757	s.12	A	7	MAH	SIL																
kw_3758	s.12	A	8	WHC	SIL																
kw_3759	s.12	A	9	RUB	SIL																
kw_3760	s.12	A	10	MAH	SIL																
kw_3761	s.12	B	1	RUB	SIL																
kw_3762	s.12	B	2	JAM	SIL																
kw_3763	s.12	B	3	DDW	SIL																
kw_3764	s.12	B	4	FLF	SIL																
kw_3765	s.12	B	5	MFP	SIL																
kw_3766	s.12	B	6	BHM	SIL																
kw_3767	s.12	B	7	ECM	SIL																
kw_3768	s.12	B	8	EGM	SIL																
kw_3769	s.12	B	9	PAR	SIL																
kw_3770	s.12	B	10	VNH	SIL																
kw_3771	s.12	C	1	SAD	SIL																
kw_3772	s.12	C	2	LTM	SIL																
kw_3773	s.12	C	3	BSC	SIL																
kw_3774	s.12	C	4	IRF	SIL																
kw_3775	s.12	C	5	WHC	SIL																
kw_3776	s.12	C	6	VNH	SIL																
kw_3777	s.12	C	7	MFP	SIL																
kw_3778	s.12	C	8	LTM	SIL																
kw_3779	s.12	C	9	BVM	SIL																
kw_3780	s.12	C	10	SIL	SIL																
kw_3781	s.12	D	1	SAD	SIL																
kw_3782	s.12	D	2	ECM	SIL																
kw_3783	s.12	D	3	BNK	SIL																
kw_3784	s.12	D	4	BVC	SIL																
kw_3785	s.12	D	5	JAM	SIL																
kw_3786	s.12	D	6	BHS	SIL																
kw_3787	s.12	D	7	HMC	SIL																
kw_3788	s.12	D	8	PCS	SIL																
kw_3789	s.12	D	9	BVM	SIL																
kw_3790	s.12	D	10	PCS	SIL																
kw_3791	s.12	E	1	SIL	SIL																
kw_3792	s.12	E	2	IRF	SIL																
kw_3793	s.12	E	3	THT	SIL																
kw_3794	s.12	E	4	PAR	SIL																
kw_3795	s.12	E	5	EGM	SIL																
kw_3796	s.12	E	6	HMC	SIL																
kw_3797	s.12	E	7	MIL	SIL																
kw_3798	s.12	E	8	BNK	SIL																
kw_3799	s.12	E	9	BHS	SIL																
kw_3800	s.12	E	10	DDW	SIL																
kw_3801	s.13	A	1	BVM	SIL																
kw_3802	s.13	A	2	PAR	SIL																
kw_3803	s.13	A	3	BSC	SIL																
kw_3804	s.13	A	4	MFP	SIL																
kw_3805	s.13	A	5	WHC	SIL																
kw_3806	s.13	A	6	FLF	SIL																
kw_3807	s.13	A	7	EGM	SIL																
kw_3808	s.13	A	8	VNH	SIL																
kw_3809	s.13	A	9	MIL	SIL																
kw_3810	s.13	A	10	BVM	SIL																
kw_3811	s.13	B	1	WHC	SIL																
kw_3812	s.13	B	2	DDW	SIL																
kw_3813	s.13	B	3	SAD	SIL																
kw_3814	s.13	B	4	MIL	SIL																
kw_3815	s.13	B	5	IRF	SIL																
kw_3816	s.13	B	6	BHM	SIL																
kw_3817	s.13	B	7	SIL	SIL																
kw_3818	s.13	B	8	ECM	SIL																
kw_3819	s.13	B	9	SAD	SIL																
kw_3820	s.13	B	10	MFP	SIL																
kw_3821	s.13	C	1	LTM	SIL																
kw_3822	s.13	C	2	LTM	SIL																
kw_3823	s.13	C	3	ECM	SIL																
kw_3824	s.13	C	4	JAM	SIL																
kw_3825	s.13	C	5	BHS	SIL																
kw_3826	s.13	C	6	BHS	SIL																
kw_3827	s.13	C	7	IRF	SIL																
kw_3828	s.13	C	8	PCS	SIL																
kw_3829	s.13	C	9	BHM	SIL																
kw_3830	s.13	C	10	BSC	SIL																
kw_3831	s.13	D	1	BNK	SIL																
kw_3832	s.13	D	2	MAH	SIL																
kw_3833	s.13	D	3	BNK	SIL																
kw_3834	s.13	D	4	THT	SIL																
kw_3835	s.13	D	5	RUB	SIL																
kw_3836	s.13	D	6	BVC	SIL																
kw_3837	s.13	D	7	PCS	SIL																
kw_3838	s.13	D	8	DDW	SIL																
kw_3839	s.13	D	9	JAM	SIL																
kw_3840	s.13	D	10	SIL	SIL																
kw_3841	s.13	E	1	VNH	SIL																
kw_3842	s.13	E	2	PAR	SIL																
kw_3843	s.13	E	3	FLF	SIL																
kw_3844	s.13	E	4	THT	SIL																
kw_3845	s.13	E	5	MAH	SIL																
kw_3846	s.13	E	6	RUB	SIL																
kw_3847	s.13	E	7	HMC	SIL																
kw_3848	s.13	E	8	BVC	SIL																
kw_3849	s.13	E	9	EGM	SIL																
kw_3850	s.13	E	10	HMC	SIL																
kw_3851	s.14	A	1	VNH	SIL	MW	B		1												
kw_3852	s.14	A	2	RUB	SIL	MW	X														
kw_3853	s.14	A	3	SAD	SIL	MW	SO		0									10		75	READY
kw_3854	s.14	A	4	THT	SIL	MW	SO		1									1		67	TAKEN BUT NOT RIPE (ONLY 1 FRUIT)
kw_3855	s.14	A	5	LTM	SIL	MW	B		1												
kw_3856	s.14	A	6	DDW	SIL	MW	SO		1									1		27	TAKEN BUT NOT RIPE (ONLY 1 FRUIT)
kw_3857	s.14	A	7	MIL	SIL	MW	SO		0									3		55	READY
kw_3858	s.14	A	8	BSC	SIL	MW	R														
kw_3859	s.14	A	9	BNK	SIL	MW	SO		0									6		50	
kw_3860	s.14	A	10	PCS	SIL	MW	SO		0									4		56	READY
kw_3861	s.14	B	1	BVM	SIL	MW	X														
kw_3862	s.14	B	2	JAM	SIL	MW	SO		0									4		65	READY
kw_3863	s.14	B	3	LTM	SIL	MW	B		1												
kw_3864	s.14	B	4	SIL	SIL	MW	SO		0									8		47	READY
kw_3865	s.14	B	5	BVM	SIL	MW	X														
kw_3866	s.14	B	6	WHC	SIL	MW	R														
kw_3867	s.14	B	7	PCS	SIL	MW	FO		1												
kw_3868	s.14	B	8	BVC	SIL	MW	R														
kw_3869	s.14	B	9	FLF	SIL	MW	SO		1									5		35	
kw_3870	s.14	B	10	BNK	SIL	MW	X														
kw_3871	s.14	C	1	BSC	SIL	MW	R														
kw_3872	s.14	C	2	JAM	SIL	MW	B		1												
kw_3873	s.14	C	3	DDW	SIL	MW	B		1												
kw_3874	s.14	C	4	ECM	SIL	MW	SO		0									5		61	READY
kw_3875	s.14	C	5	HMC	SIL	MW	X														
kw_3876	s.14	C	6	BVC	SIL	MW	SO		0									8		50	READY
kw_3877	s.14	C	7	IRF	SIL	MW	SO		0									3		49	READY
kw_3878	s.14	C	8	MAH	SIL	MW	R														
kw_3879	s.14	C	9	BHM	SIL	MW	X														
kw_3880	s.14	C	10	WHC	SIL	MW	SO		0									7		41	READY
kw_3881	s.14	D	1	BHM	SIL	MW	R														
kw_3882	s.14	D	2	ECM	SIL	MW	SO		0									5		71	READY
kw_3883	s.14	D	3	VNH	SIL	MW	X														
kw_3884	s.14	D	4	BHS	SIL	MW	SO		0									3		64	DEHISCED
kw_3885	s.14	D	5	PAR	SIL	MW	X														
kw_3886	s.14	D	6	IRF	SIL	MW	SO		0									5		57	DEHISCED
kw_3887	s.14	D	7	FLF	SIL	MW	B		1												
kw_3888	s.14	D	8	MFP	SIL	MW	M														
kw_3889	s.14	D	9	RUB	SIL	MW	X														
kw_3890	s.14	D	10	THT	SIL	MW	SO		0									6		49	READY
kw_3891	s.14	E	1	BHS	SIL	MW	B		1												
kw_3892	s.14	E	2	HMC	SIL	MW	X														
kw_3893	s.14	E	3	EGM	SIL	MW	SO		0									5		70	READY
kw_3894	s.14	E	4	SAD	SIL	MW	SO		0									7		75	
kw_3895	s.14	E	5	PAR	SIL	MW	X														
kw_3896	s.14	E	6	MIL	SIL	MW	SO		0									5		71	DEHISCED
kw_3897	s.14	E	7	MAH	SIL	MW	B		1												
kw_3898	s.14	E	8	SIL	SIL	MW	SO		0									5		55	READY
kw_3899	s.14	E	9	EGM	SIL	MW	SO		1									7		46	
kw_3900	s.14	E	10	MFP	SIL	MW	M														
kw_3901	s.15	A	1	WHC	SIL																
kw_3902	s.15	A	2	BHS	SIL																
kw_3903	s.15	A	3	BVC	SIL																
kw_3904	s.15	A	4	JAM	SIL																
kw_3905	s.15	A	5	THT	SIL																
kw_3906	s.15	A	6	VNH	SIL																
kw_3907	s.15	A	7	WHC	SIL																
kw_3908	s.15	A	8	EGM	SIL																
kw_3909	s.15	A	9	BHS	SIL																
kw_3910	s.15	A	10	MFP	SIL																
kw_3911	s.15	B	1	DDW	SIL																
kw_3912	s.15	B	2	RUB	SIL																
kw_3913	s.15	B	3	BSC	SIL																
kw_3914	s.15	B	4	BVM	SIL																
kw_3915	s.15	B	5	FLF	SIL																
kw_3916	s.15	B	6	BHM	SIL																
kw_3917	s.15	B	7	LTM	SIL																
kw_3918	s.15	B	8	FLF	SIL																
kw_3919	s.15	B	9	THT	SIL																
kw_3920	s.15	B	10	HMC	SIL																
kw_3921	s.15	C	1	HMC	SIL																
kw_3922	s.15	C	2	MFP	SIL																
kw_3923	s.15	C	3	RUB	SIL																
kw_3924	s.15	C	4	VNH	SIL																
kw_3925	s.15	C	5	BNK	SIL																
kw_3926	s.15	C	6	DDW	SIL																
kw_3927	s.15	C	7	PAR	SIL																
kw_3928	s.15	C	8	SIL	SIL																
kw_3929	s.15	C	9	BVC	SIL																
kw_3930	s.15	C	10	BSC	SIL																
kw_3931	s.15	D	1	JAM	SIL																
kw_3932	s.15	D	2	SAD	SIL																
kw_3933	s.15	D	3	MIL	SIL																
kw_3934	s.15	D	4	MAH	SIL																
kw_3935	s.15	D	5	ECM	SIL																
kw_3936	s.15	D	6	IRF	SIL																
kw_3937	s.15	D	7	ECM	SIL																
kw_3938	s.15	D	8	BNK	SIL																
kw_3939	s.15	D	9	BHM	SIL																
kw_3940	s.15	D	10	LTM	SIL																
kw_3941	s.15	E	1	PAR	SIL																
kw_3942	s.15	E	2	EGM	SIL																
kw_3943	s.15	E	3	MIL	SIL																
kw_3944	s.15	E	4	SAD	SIL																
kw_3945	s.15	E	5	PCS	SIL																
kw_3946	s.15	E	6	BVM	SIL																
kw_3947	s.15	E	7	PCS	SIL																
kw_3948	s.15	E	8	MAH	SIL																
kw_3949	s.15	E	9	IRF	SIL																
kw_3950	s.15	E	10	SIL	SIL																
kw_3951	s.16	A	1	PCS	SIL																
kw_3952	s.16	A	2	BHS	SIL																
kw_3953	s.16	A	3	VNH	SIL																
kw_3954	s.16	A	4	LTM	SIL																
kw_3955	s.16	A	5	PCS	SIL																
kw_3956	s.16	A	6	IRF	SIL																
kw_3957	s.16	A	7	MFP	SIL																
kw_3958	s.16	A	8	DDW	SIL																
kw_3959	s.16	A	9	JAM	SIL																
kw_3960	s.16	A	10	DDW	SIL																
kw_3961	s.16	B	1	MIL	SIL																
kw_3962	s.16	B	2	PAR	SIL																
kw_3963	s.16	B	3	BVC	SIL																
kw_3964	s.16	B	4	WHC	SIL																
kw_3965	s.16	B	5	BVM	SIL																
kw_3966	s.16	B	6	PAR	SIL																
kw_3967	s.16	B	7	VNH	SIL																
kw_3968	s.16	B	8	SIL	SIL																
kw_3969	s.16	B	9	FLF	SIL																
kw_3970	s.16	B	10	BNK	SIL																
kw_3971	s.16	C	1	MAH	SIL																
kw_3972	s.16	C	2	BVM	SIL																
kw_3973	s.16	C	3	EGM	SIL																
kw_3974	s.16	C	4	JAM	SIL																
kw_3975	s.16	C	5	HMC	SIL																
kw_3976	s.16	C	6	BVC	SIL																
kw_3977	s.16	C	7	ECM	SIL																
kw_3978	s.16	C	8	SIL	SIL																
kw_3979	s.16	C	9	WHC	SIL																
kw_3980	s.16	C	10	LTM	SIL																
kw_3981	s.16	D	1	ECM	SIL																
kw_3982	s.16	D	2	BHM	SIL																
kw_3983	s.16	D	3	MFP	SIL																
kw_3984	s.16	D	4	SAD	SIL																
kw_3985	s.16	D	5	HMC	SIL																
kw_3986	s.16	D	6	RUB	SIL																
kw_3987	s.16	D	7	SAD	SIL																
kw_3988	s.16	D	8	THT	SIL																
kw_3989	s.16	D	9	BHS	SIL																
kw_3990	s.16	D	10	BNK	SIL																
kw_3991	s.16	E	1	RUB	SIL																
kw_3992	s.16	E	2	EGM	SIL																
kw_3993	s.16	E	3	THT	SIL																
kw_3994	s.16	E	4	FLF	SIL																
kw_3995	s.16	E	5	MAH	SIL																
kw_3996	s.16	E	6	BHM	SIL																
kw_3997	s.16	E	7	MIL	SIL																
kw_3998	s.16	E	8	BSC	SIL																
kw_3999	s.16	E	9	BSC	SIL																
kw_4000	s.16	E	10	IRF	SIL																
