Plant_ID	Block	Row	Col	Genotype	Site	Obs	Stg	Veg	TCO	H	W	rosLN	rosDLN	rosAD	cauLN	cauDLN	cauAD	NFr	LS	AvFr	RosHPLC	CauHPLC	FrHPLC	PUC	
kw_2810	p.09	A	10	BVC	JAM	MW	X	60																	
kw_2811	p.09	B	1	BHS	JAM	MW	X	20																	
kw_2812	p.09	B	2	THT	JAM	MW	R	40		35											7821				
kw_2813	p.09	B	3	PCS	JAM	MW	B	50		42											7822				
kw_2814	p.09	B	4	BSC	JAM	MW	X	50																	
kw_2815	p.09	B	5	LTM	JAM	MW	R	50		37											7823				
kw_2816	p.09	B	6	PAR	JAM	MW	X	60																	
kw_2817	p.09	B	7	JAM	JAM	MW	X	60																	
kw_2818	p.09	B	8	BNK	JAM	MW	X	70																	
kw_2819	p.09	B	9	BSC	JAM	MW	X	70																	
kw_2820	p.09	B	10	EGM	JAM	MW	X	60																	
kw_2821	p.09	C	1	RUB	JAM	MW	X	10																	
kw_2822	p.09	C	2	LTM	JAM	MW	X	10																	
kw_2823	p.09	C	3	PCS	JAM	MW	R	30		33											7824				
kw_2824	p.09	C	4	HMC	JAM	MW	B	20		29											7825				
kw_2825	p.09	C	5	MIL	JAM	MW	X	20																	
kw_2826	p.09	C	6	VNH	JAM	MW	R	30		45											7826				
kw_2827	p.09	C	7	BVC	JAM	MW	R	50		41											7827				
kw_2828	p.09	C	8	BVM	JAM	MW	R	70		30											7828				
kw_2829	p.09	C	9	THT	JAM	MW	R	70		37											7829				
kw_2830	p.09	C	10	BHM	JAM	MW	R	60		43											7830				
kw_2831	p.09	D	1	BNK	JAM	MW	X	10																	
kw_2832	p.09	D	2	MAH	JAM	MW	X	10																	
kw_2833	p.09	D	3	WHC	JAM	MW	R	30		27											7831				
kw_2834	p.09	D	4	WHC	JAM	MW	R	20		28											7832				
kw_2835	p.09	D	5	DDW	JAM	MW	R	20		34											7833				
kw_2836	p.09	D	6	MFP	JAM	MW	X	60																	
kw_2837	p.09	D	7	MIL	JAM	MW	R	70		35															
kw_2838	p.09	D	8	MAH	JAM	MW	X	50																	
kw_2839	p.09	D	9	PAR	JAM	MW	X	60																	
kw_2840	p.09	D	10	FLF	JAM	MW	X	50																	
kw_2841	p.09	E	1	EGM	JAM	MW	B	20		50											7834				
kw_2842	p.09	E	2	FLF	JAM	MW	X	40																	
kw_2843	p.09	E	3	RUB	JAM	MW	X	50																	
kw_2844	p.09	E	4	IRF	JAM	MW	X	50																	
kw_2845	p.09	E	5	ECM	JAM	MW	R	40		53											7835				
kw_2846	p.09	E	6	BHS	JAM	MW	X	60																	
kw_2847	p.09	E	7	MFP	JAM	MW	X	40																	
kw_2848	p.09	E	8	BVM	JAM	MW	R	50		47											7836				
kw_2849	p.09	E	9	ECM	JAM	MW	R	40		36											7837				
kw_2850	p.09	E	10	SAD	JAM	MW	R	30		38											7838				
kw_2851	p.10	A	1	MAH	JAM	MW	R	80		25											7794				
kw_2852	p.10	A	2	RUB	JAM	MW	R	70		46											7795				
kw_2853	p.10	A	3	THT	JAM	MW	R	70		28											7796				
kw_2854	p.10	A	4	FLF	JAM	MW	B	70		53											7797				
kw_2855	p.10	A	5	BVC	JAM	MW	R	70		49											7798				
kw_2856	p.10	A	6	JAM	JAM	MW	X	70																	
kw_2857	p.10	A	7	PAR	JAM	MW	X	70																	
kw_2858	p.10	A	8	PCS	JAM	MW	B	80		51											7799				
kw_2859	p.10	A	9	THT	JAM	MW	R	80		14											X				
kw_2860	p.10	A	10	PCS	JAM	MW	B	80		41											7800				
kw_2861	p.10	B	1	BVM	JAM	MW	R	70		31											7801				
kw_2862	p.10	B	2	LTM	JAM	MW	R	70		22											7802				
kw_2863	p.10	B	3	LTM	JAM	MW	R	70		25											7803				
kw_2864	p.10	B	4	BHS	JAM	MW	X	70																	
kw_2865	p.10	B	5	MIL	JAM	MW	X	70																	
kw_2866	p.10	B	6	FLF	JAM	MW	R	70		30											7804				
kw_2867	p.10	B	7	BSC	JAM	MW	X	60																	
kw_2868	p.10	B	8	BVM	JAM	MW	X	60																	
kw_2869	p.10	B	9	DDW	JAM	MW	R	80		16											X				
kw_2870	p.10	B	10	JAM	JAM	MW	B	70		54											7805				
kw_2871	p.10	C	1	SAD	JAM	MW	R	60		35											7806				
kw_2872	p.10	C	2	IRF	JAM	MW	R	70		34											7807				
kw_2873	p.10	C	3	BNK	JAM	MW	R	80		39											7808				
kw_2874	p.10	C	4	SIL	JAM	MW	R	70		40											7809				
kw_2875	p.10	C	5	SAD	JAM	MW	X	50																	
kw_2876	p.10	C	6	BSC	JAM	MW	X	70																	
kw_2877	p.10	C	7	EGM	JAM	MW	X	70																	
kw_2878	p.10	C	8	RUB	JAM	MW	X	70																	
kw_2879	p.10	C	9	BVC	JAM	MW	R	70		48											7810				
kw_2880	p.10	C	10	MFP	JAM	MW	X	70																	
kw_2881	p.10	D	1	SIL	JAM	MW	R	70		42											7811				
kw_2882	p.10	D	2	EGM	JAM	MW	B	70		55											7812				
kw_2883	p.10	D	3	BHM	JAM	MW	B	60		60											7813				
kw_2884	p.10	D	4	MFP	JAM	MW	X	60																	
kw_2885	p.10	D	5	PAR	JAM	MW	X	50																	
kw_2886	p.10	D	6	MAH	JAM	MW	X	50																	
kw_2887	p.10	D	7	HMC	JAM	MW	X	60																	
kw_2888	p.10	D	8	MIL	JAM	MW	X	60																	
kw_2889	p.10	D	9	VNH	JAM	MW	X	70																	
kw_2890	p.10	D	10	BHS	JAM	MW	X	70																	
kw_2891	p.10	E	1	WHC	JAM	MW	R	70		36											7814				
kw_2892	p.10	E	2	ECM	JAM	MW	X	80																	
kw_2893	p.10	E	3	VNH	JAM	MW	R	70		48											X				
kw_2894	p.10	E	4	WHC	JAM	MW	B	70		40											7815				
kw_2895	p.10	E	5	IRF	JAM	MW	R	70		36											7816				
kw_2896	p.10	E	6	ECM	JAM	MW	X	70																	
kw_2897	p.10	E	7	BNK	JAM	MW	X	70																	
kw_2898	p.10	E	8	HMC	JAM	MW	X	70																	
kw_2899	p.10	E	9	DDW	JAM	MW	R	70		40											7817				
kw_2900	p.10	E	10	BHM	JAM	MW	R	70		40											7818				
kw_2901	p.11	A	1	RUB	JAM	MW	X	70																	
kw_2902	p.11	A	2	SIL	JAM	MW	R	70		29											7775				
kw_2903	p.11	A	3	PCS	JAM	MW	R	70		33											7776				
kw_2904	p.11	A	4	HMC	JAM	MW	X	70																	
kw_2905	p.11	A	5	MIL	JAM	MW	R	70		31											7777				
kw_2906	p.11	A	6	THT	JAM	MW	X	70																	
kw_2907	p.11	A	7	HMC	JAM	MW	X	70																	
kw_2908	p.11	A	8	FLF	JAM	MW	B	80		57											7778				
kw_2909	p.11	A	9	JAM	JAM	MW	R	60		10											X				
kw_2910	p.11	A	10	DDW	JAM	MW	X	50																	
kw_2911	p.11	B	1	SAD	JAM	MW	X	70																	
kw_2912	p.11	B	2	BNK	JAM	MW	X	80																	
kw_2913	p.11	B	3	PCS	JAM	MW	X	80																	
kw_2914	p.11	B	4	EGM	JAM	MW	X	80																	
kw_2915	p.11	B	5	IRF	JAM	MW	R	80		18											7779				
kw_2916	p.11	B	6	LTM	JAM	MW	R	70		36											7780				
kw_2917	p.11	B	7	EGM	JAM	MW	X	70																	
kw_2918	p.11	B	8	JAM	JAM	MW	B	70		41											7781				
kw_2919	p.11	B	9	MIL	JAM	MW	R	70		32											7782				
kw_2920	p.11	B	10	BHM	JAM	MW	X	50																	
kw_2921	p.11	C	1	WHC	JAM	MW	R	70		34											7783				
kw_2922	p.11	C	2	DDW	JAM	MW	R	80		38											7784				
kw_2923	p.11	C	3	SAD	JAM	MW	R	70		19											7785				
kw_2924	p.11	C	4	BHM	JAM	MW	R	70		48											7786				
kw_2925	p.11	C	5	IRF	JAM	MW	R	80		26											7787				
kw_2926	p.11	C	6	BVM	JAM	MW	R	70		9											X				
kw_2927	p.11	C	7	MAH	JAM	MW	X	70																	
kw_2928	p.11	C	8	BNK	JAM	MW	X	70																	
kw_2929	p.11	C	9	BHS	JAM	MW	X	60																	
kw_2930	p.11	C	10	BSC	JAM	MW	R	70		41											7788				
kw_2931	p.11	D	1	VNH	JAM	MW	R	70		35											7789				
kw_2932	p.11	D	2	LTM	JAM	MW	X	60																	
kw_2933	p.11	D	3	WHC	JAM	MW	X	70																	
kw_2934	p.11	D	4	MFP	JAM	MW	X	70																	
kw_2935	p.11	D	5	PAR	JAM	MW	X	70																	
kw_2936	p.11	D	6	PAR	JAM	MW	X	80																	
kw_2937	p.11	D	7	BHS	JAM	MW	X	70																	
kw_2938	p.11	D	8	RUB	JAM	MW	R	70		50											7790				
kw_2939	p.11	D	9	THT	JAM	MW	X	60																	
kw_2940	p.11	D	10	ECM	JAM	MW	X	70																	
kw_2941	p.11	E	1	BVC	JAM	MW	X	80																	
kw_2942	p.11	E	2	MAH	JAM	MW	X	70																	
kw_2943	p.11	E	3	VNH	JAM	MW	R	50		46											7791				
kw_2944	p.11	E	4	MFP	JAM	MW	X	50																	
kw_2945	p.11	E	5	BSC	JAM	MW	X	60																	
kw_2946	p.11	E	6	SIL	JAM	MW	X	70																	
kw_2947	p.11	E	7	FLF	JAM	MW	B	70		36											7792				
kw_2948	p.11	E	8	ECM	JAM	MW	X	70																	
kw_2949	p.11	E	9	BVM	JAM	MW	R	70		28											7793				
kw_2950	p.11	E	10	BVC	JAM	MW	X	70																	
kw_2951	p.12	A	1	BHM	JAM	MW	X	30																	
kw_2952	p.12	A	2	BSC	JAM	MW	X	60																	
kw_2953	p.12	A	3	FLF	JAM	MW	X	90																	
kw_2954	p.12	A	4	MIL	JAM	MW	B	70		96											7620				
kw_2955	p.12	A	5	BVC	JAM	MW	X	70																	
kw_2956	p.12	A	6	THT	JAM	MW	R	80		31											7621				
kw_2957	p.12	A	7	MAH	JAM	MW	X	60																	
kw_2958	p.12	A	8	WHC	JAM	MW	X	80																	
kw_2959	p.12	A	9	RUB	JAM	MW	R	70		45											7622				
kw_2960	p.12	A	10	MAH	JAM	MW	X	40																	
kw_2961	p.12	B	1	RUB	JAM	MW	R	50		47											7623				
kw_2962	p.12	B	2	JAM	JAM	MW	X	90																	
kw_2963	p.12	B	3	DDW	JAM	MW	X	100																	
kw_2964	p.12	B	4	FLF	JAM	MW	X	90																	
kw_2965	p.12	B	5	MFP	JAM	MW	X	70																	
kw_2966	p.12	B	6	BHM	JAM	MW	X	70																	
kw_2967	p.12	B	7	ECM	JAM	MW	X	90																	
kw_2968	p.12	B	8	EGM	JAM	MW	B	90		57											7624				
kw_2969	p.12	B	9	PAR	JAM	MW	X	70																	
kw_2970	p.12	B	10	VNH	JAM	MW	X	50																	
kw_2971	p.12	C	1	SAD	JAM	MW	X	90																	
kw_2972	p.12	C	2	LTM	JAM	MW	R	90		48											7625				
kw_2973	p.12	C	3	BSC	JAM	MW	X	100																	
kw_2974	p.12	C	4	IRF	JAM	MW	X	70																	
kw_2975	p.12	C	5	WHC	JAM	MW	R	40		18											X				
kw_2976	p.12	C	6	VNH	JAM	MW	R	60		49											7626				
kw_2977	p.12	C	7	MFP	JAM	MW	X	80																	
kw_2978	p.12	C	8	LTM	JAM	MW	B	60		45											7627				
kw_2979	p.12	C	9	BVM	JAM	MW	B	70		48											7628				
kw_2980	p.12	C	10	SIL	JAM	MW	R	70		36											7629				
kw_2981	p.12	D	1	SAD	JAM	MW	X	70																	
kw_2982	p.12	D	2	ECM	JAM	MW	X	80																	
kw_2983	p.12	D	3	BNK	JAM	MW	X	80																	
kw_2984	p.12	D	4	BVC	JAM	MW	X	40																	
kw_2985	p.12	D	5	JAM	JAM	MW	X	30																	
kw_2986	p.12	D	6	BHS	JAM	MW	X	60																	
kw_2987	p.12	D	7	HMC	JAM	MW	X	70																	
kw_2988	p.12	D	8	PCS	JAM	MW	X	60																	
kw_2989	p.12	D	9	BVM	JAM	MW	X	70																	
kw_2990	p.12	D	10	PCS	JAM	MW	X	70																	
kw_2991	p.12	E	1	SIL	JAM	MW	X	60																	
kw_2992	p.12	E	2	IRF	JAM	MW	R	70		49											7630				
kw_2993	p.12	E	3	THT	JAM	MW	X	70																	
kw_2994	p.12	E	4	PAR	JAM	MW	X	40																	
kw_2995	p.12	E	5	EGM	JAM	MW	X	30																	
kw_2996	p.12	E	6	HMC	JAM	MW	B	70		64											7631				
kw_2997	p.12	E	7	MIL	JAM	MW	X	60																	
kw_2998	p.12	E	8	BNK	JAM	MW	X	50																	
kw_2999	p.12	E	9	BHS	JAM	MW	X	70																	
kw_3000	p.12	E	10	DDW	JAM	MW	X	80																	
kw_3001	p.13	A	1	BVM	JAM	MW	B	20		94											7635			0	
kw_3002	p.13	A	2	PAR	JAM	MW	X	10																	
kw_3003	p.13	A	3	BSC	JAM	MW	X	70																	
kw_3004	p.13	A	4	MFP	JAM	MW	X	80																	
kw_3005	p.13	A	5	WHC	JAM	MW	X	80																	
kw_3006	p.13	A	6	FLF	JAM	MW	B	100		111											7636			0	
kw_3007	p.13	A	7	EGM	JAM	MW	X	90																	
kw_3008	p.13	A	8	VNH	JAM	MW	R	100		44											7637			0	
kw_3009	p.13	A	9	MIL	JAM	MW	B	80		62											7638			0	
kw_3010	p.13	A	10	BVM	JAM	MW	X	70																	
kw_3011	p.13	B	1	WHC	JAM	MW	B	30		92											7639			0	
kw_3012	p.13	B	2	DDW	JAM	MW	R	10		56											7640			0	
kw_3013	p.13	B	3	SAD	JAM	MW	X	30																	
kw_3014	p.13	B	4	MIL	JAM	MW	R	100		47											7641			0	
kw_3015	p.13	B	5	IRF	JAM	MW	B	100		65											7642			0	
kw_3016	p.13	B	6	BHM	JAM	MW	B	100		191											7643			0	
kw_3017	p.13	B	7	SIL	JAM	MW	R	90		42											7644			0	
kw_3018	p.13	B	8	ECM	JAM	MW	X	100																	
kw_3019	p.13	B	9	SAD	JAM	MW	B	80		108											7645			0	
kw_3020	p.13	B	10	MFP	JAM	MW	X	80																	
kw_3021	p.13	C	1	LTM	JAM	MW	B	50		157											7646			0	
kw_3022	p.13	C	2	LTM	JAM	MW	R	60		32											7647			0	
kw_3023	p.13	C	3	ECM	JAM	MW	B	50		99											7648			0	
kw_3024	p.13	C	4	JAM	JAM	MW	B	100		132											X			0	
kw_3025	p.13	C	5	BHS	JAM	MW	X	100																	
kw_3026	p.13	C	6	BHS	JAM	MW	X	90																	
kw_3027	p.13	C	7	IRF	JAM	MW	R	90		62											7649			0	
kw_3028	p.13	C	8	PCS	JAM	MW	B	80		151											7650			1	
kw_3029	p.13	C	9	BHM	JAM	MW	R	40		34											7651			0	
kw_3030	p.13	C	10	BSC	JAM	MW	X	40																	
kw_3031	p.13	D	1	BNK	JAM	MW	R	80		38											7652			0	
kw_3032	p.13	D	2	MAH	JAM	MW	X	90																	
kw_3033	p.13	D	3	BNK	JAM	MW	R	70		22											X			0	
kw_3034	p.13	D	4	THT	JAM	MW	R	70		30											7653			1	
kw_3035	p.13	D	5	RUB	JAM	MW	R	60		37											7654			1	
kw_3036	p.13	D	6	BVC	JAM	MW	X	80																	
kw_3037	p.13	D	7	PCS	JAM	MW	X	80																	
kw_3038	p.13	D	8	DDW	JAM	MW	X	80																	
kw_3039	p.13	D	9	JAM	JAM	MW	B	10		136											X			0	
kw_3040	p.13	D	10	SIL	JAM	MW	R	0		38											7655			0	
kw_3041	p.13	E	1	VNH	JAM	MW	R	90		50											7656			0	
kw_3042	p.13	E	2	PAR	JAM	MW	X	60																	
kw_3043	p.13	E	3	FLF	JAM	MW	B	60		143											7657			0	
kw_3044	p.13	E	4	THT	JAM	MW	R	60		38											7658			0	
kw_3045	p.13	E	5	MAH	JAM	MW	B	30		88											7659			0	
kw_3046	p.13	E	6	RUB	JAM	MW	R	70		49											7660			0	
kw_3047	p.13	E	7	HMC	JAM	MW	X	80																	
kw_3048	p.13	E	8	BVC	JAM	MW	B	90		97											7661			0	
kw_3049	p.13	E	9	EGM	JAM	MW	X	20																	
kw_3050	p.13	E	10	HMC	JAM	MW	R	10		41											7662			0	
kw_3051	p.14	A	1	VNH	JAM	MW	X	70																	
kw_3052	p.14	A	2	RUB	JAM	MW	R	70		45											7663			1	
kw_3053	p.14	A	3	SAD	JAM	MW	X	80																	
kw_3054	p.14	A	4	THT	JAM	MW	R	80		29											7664			0	
kw_3055	p.14	A	5	LTM	JAM	MW	B	100		61											7665			1	
kw_3056	p.14	A	6	DDW	JAM	MW	X	80																	
kw_3057	p.14	A	7	MIL	JAM	MW	X	60																	
kw_3058	p.14	A	8	BSC	JAM	MW	X	30																	
kw_3059	p.14	A	9	BNK	JAM	MW	X	60																	
kw_3060	p.14	A	10	PCS	JAM	MW	R	60		46											7666			0	
kw_3061	p.14	B	1	BVM	JAM	MW	R	60		43											7667			1	
kw_3062	p.14	B	2	JAM	JAM	MW	B	50		159											7668			1	
kw_3063	p.14	B	3	LTM	JAM	MW	B	70		111											7669			1	
kw_3064	p.14	B	4	SIL	JAM	MW	R	100		30											7670			0	
kw_3065	p.14	B	5	BVM	JAM	MW	X	70																	
kw_3066	p.14	B	6	WHC	JAM	MW	B	30		86											7671			0	
kw_3067	p.14	B	7	PCS	JAM	MW	X	30																	
kw_3068	p.14	B	8	BVC	JAM	MW	X	20																	
kw_3069	p.14	B	9	FLF	JAM	MW	B	30		99											7672			0	
kw_3070	p.14	B	10	BNK	JAM	MW	X	30																	
kw_3071	p.14	C	1	BSC	JAM	MW	X	90																	
kw_3072	p.14	C	2	JAM	JAM	MW	B	80		110											X			1	
kw_3073	p.14	C	3	DDW	JAM	MW	X	70																	
kw_3074	p.14	C	4	ECM	JAM	MW	X	70																	
kw_3075	p.14	C	5	HMC	JAM	MW	X	60																	
kw_3076	p.14	C	6	BVC	JAM	MW	X	50																	
kw_3077	p.14	C	7	IRF	JAM	MW	R	60		44											7673			0	
kw_3078	p.14	C	8	MAH	JAM	MW	B	70		81											7674			0	
kw_3079	p.14	C	9	BHM	JAM	MW	X	30																	
kw_3080	p.14	C	10	WHC	JAM	MW	B	40		72											7675			0	
kw_3081	p.14	D	1	BHM	JAM	MW	X	80																	
kw_3082	p.14	D	2	ECM	JAM	MW	X	80																	
kw_3083	p.14	D	3	VNH	JAM	MW	R	70		9											X			0	
kw_3084	p.14	D	4	BHS	JAM	MW	X	90																	
kw_3085	p.14	D	5	PAR	JAM	MW	R	100		32											7676			0	
kw_3086	p.14	D	6	IRF	JAM	MW	R	90		46											7677			0	
kw_3087	p.14	D	7	FLF	JAM	MW	B	70		109											7678			0	
kw_3088	p.14	D	8	MFP	JAM	MW	X	30																	
kw_3089	p.14	D	9	RUB	JAM	MW	X	60																	
kw_3090	p.14	D	10	THT	JAM	MW	R	50		37											7679			0	
kw_3091	p.14	E	1	BHS	JAM	MW	X	50																	
kw_3092	p.14	E	2	HMC	JAM	MW	X	70																	
kw_3093	p.14	E	3	EGM	JAM	MW	B	80		97											7680			0	
kw_3094	p.14	E	4	SAD	JAM	MW	X	90																	
kw_3095	p.14	E	5	PAR	JAM	MW	B	100		109											7681			0	
kw_3096	p.14	E	6	MIL	JAM	MW	X	60																	
kw_3097	p.14	E	7	MAH	JAM	MW	X	40																	
kw_3098	p.14	E	8	SIL	JAM	MW	X	10																	
kw_3099	p.14	E	9	EGM	JAM	MW	B	30		97											7682			0	
kw_3100	p.14	E	10	MFP	JAM	MW	X	20																	
kw_3101	p.15	A	1	WHC	JAM	CR	M	0																	
kw_3102	p.15	A	2	BHS	JAM	CR	X	20																	
kw_3103	p.15	A	3	BVC	JAM	CR	X	10																	
kw_3104	p.15	A	4	JAM	JAM	CR	X	40																GOPHER	
kw_3105	p.15	A	5	THT	JAM	CR	X	50																	
kw_3106	p.15	A	6	VNH	JAM	CR	X	50																	
kw_3107	p.15	A	7	WHC	JAM	CR	X	30																	
kw_3108	p.15	A	8	EGM	JAM	CR	B	20	0	120											7683				
kw_3109	p.15	A	9	BHS	JAM	CR	X	70																	
kw_3110	p.15	A	10	MFP	JAM	CR	B	40	0	133											7684				
kw_3111	p.15	B	1	DDW	JAM	CR	M	0																GOPHER	
kw_3112	p.15	B	2	RUB	JAM	CR	X	10																GOPHER	
kw_3113	p.15	B	3	BSC	JAM	CR	X	20																	
kw_3114	p.15	B	4	BVM	JAM	CR	X	60																	
kw_3115	p.15	B	5	FLF	JAM	CR	X	90																	
kw_3116	p.15	B	6	BHM	JAM	CR	R	60	0	14											X				
kw_3117	p.15	B	7	LTM	JAM	CR	B	90	0	127											7685				
kw_3118	p.15	B	8	FLF	JAM	CR	B	60	0	63											7686				
kw_3119	p.15	B	9	THT	JAM	CR	R	30	0	50											7687				
kw_3120	p.15	B	10	HMC	JAM	CR	R	80	0	39											7688				
kw_3121	p.15	C	1	HMC	JAM	CR	M	0																GOPHER	
kw_3122	p.15	C	2	MFP	JAM	CR	X	50																	
kw_3123	p.15	C	3	RUB	JAM	CR	X	50																	
kw_3124	p.15	C	4	VNH	JAM	CR	B	60	0	108											7689				
kw_3125	p.15	C	5	BNK	JAM	CR	R	50	0	78											7690				
kw_3126	p.15	C	6	DDW	JAM	CR	R	80	0	64											7691				
kw_3127	p.15	C	7	PAR	JAM	CR	X	80																	
kw_3128	p.15	C	8	SIL	JAM	CR	B	90	0	69											7692				
kw_3129	p.15	C	9	BVC	JAM	CR	R	80	0	53											7693				
kw_3130	p.15	C	10	BSC	JAM	CR	X	50																	
kw_3131	p.15	D	1	JAM	JAM	CR	X	10																GOPHER	
kw_3132	p.15	D	2	SAD	JAM	CR	X	40																	
kw_3133	p.15	D	3	MIL	JAM	CR	R	40		43											7694				
kw_3134	p.15	D	4	MAH	JAM	CR	X	40																	
kw_3135	p.15	D	5	ECM	JAM	CR	X	50																	
kw_3136	p.15	D	6	IRF	JAM	CR	R	90	0	51											7695				
kw_3137	p.15	D	7	ECM	JAM	CR	X	70																	
kw_3138	p.15	D	8	BNK	JAM	CR	X	80																	
kw_3139	p.15	D	9	BHM	JAM	CR	R	80	0	63											7696				
kw_3140	p.15	D	10	LTM	JAM	CR	B	60	0	128											7697				
kw_3141	p.15	E	1	PAR	JAM	CR	X	40																	
kw_3142	p.15	E	2	EGM	JAM	CR	X	60																	
kw_3143	p.15	E	3	MIL	JAM	CR	R	80	0	13											X				
kw_3144	p.15	E	4	SAD	JAM	CR	R	50	0	43											7698				
kw_3145	p.15	E	5	PCS	JAM	CR	R	60	0	50											7699				
kw_3146	p.15	E	6	BVM	JAM	CR	R	40	0	43											7700				
kw_3147	p.15	E	7	PCS	JAM	CR	X	60																	
kw_3148	p.15	E	8	MAH	JAM	CR	X	80																	
kw_3149	p.15	E	9	IRF	JAM	CR	R	40	0	45											7701				
kw_3150	p.15	E	10	SIL	JAM	CR	R	70	0	53											7702				
kw_3151	p.16	A	1	PCS	JAM	CR	X	40																	
kw_3152	p.16	A	2	BHS	JAM	CR	X	20																	
kw_3153	p.16	A	3	VNH	JAM	CR	X	70																	
kw_3154	p.16	A	4	LTM	JAM	CR	B	80	0	153											7703				
kw_3155	p.16	A	5	PCS	JAM	CR	X	90																	
kw_3156	p.16	A	6	IRF	JAM	CR	X	20																	
kw_3157	p.16	A	7	MFP	JAM	CR	X	20																	
kw_3158	p.16	A	8	DDW	JAM	CR	X	70																	
kw_3159	p.16	A	9	JAM	JAM	CR	X	60																	
kw_3160	p.16	A	10	DDW	JAM	CR	R	80	0	43											7704				
kw_3161	p.16	B	1	MIL	JAM	CR	R	40	0	34											7705				
kw_3162	p.16	B	2	PAR	JAM	CR	X	30																	
kw_3163	p.16	B	3	BVC	JAM	CR	X	50																	
kw_3164	p.16	B	4	WHC	JAM	CR	R	60	0	42											7706				
kw_3165	p.16	B	5	BVM	JAM	CR	X	40																	
kw_3166	p.16	B	6	PAR	JAM	CR	X	30																	
kw_3167	p.16	B	7	VNH	JAM	CR	X	20																	
kw_3168	p.16	B	8	SIL	JAM	CR	X	30																	
kw_3169	p.16	B	9	FLF	JAM	CR	B	60	0	91											7707				
kw_3170	p.16	B	10	BNK	JAM	CR	R	60	0	23											7708				
kw_3171	p.16	C	1	MAH	JAM	CR	X	30																	
kw_3172	p.16	C	2	BVM	JAM	CR	X	60																	
kw_3173	p.16	C	3	EGM	JAM	CR	B	50	0	68											7709				
kw_3174	p.16	C	4	JAM	JAM	CR	B	50	0	49											7710				
kw_3175	p.16	C	5	HMC	JAM	CR	B	70	0	108											7711				
kw_3176	p.16	C	6	BVC	JAM	CR	R	50	0	68											7712				
kw_3177	p.16	C	7	ECM	JAM	CR	X	70																	
kw_3178	p.16	C	8	SIL	JAM	CR	R	50	0	49											7713				
kw_3179	p.16	C	9	WHC	JAM	CR	B	60	0	91											7714				
kw_3180	p.16	C	10	LTM	JAM	CR	X	40																	
kw_3181	p.16	D	1	ECM	JAM	CR	R	20	0	23											X				
kw_3182	p.16	D	2	BHM	JAM	CR	B	30	0	58											7715				
kw_3183	p.16	D	3	MFP	JAM	CR	X	30																	
kw_3184	p.16	D	4	SAD	JAM	CR	R	80	0	63											7716				
kw_3185	p.16	D	5	HMC	JAM	CR	B	90	0	123											7717				
kw_3186	p.16	D	6	RUB	JAM	CR	R	40	0	53											7718				
kw_3187	p.16	D	7	SAD	JAM	CR	X	90																	
kw_3188	p.16	D	8	THT	JAM	CR	X	70																	
kw_3189	p.16	D	9	BHS	JAM	CR	X	30																	
kw_3190	p.16	D	10	BNK	JAM	CR	X	30																	
kw_3191	p.16	E	1	RUB	JAM	CR	R	30	0	43											7719				
kw_3192	p.16	E	2	EGM	JAM	CR	B	70	0	71											7720				
kw_3193	p.16	E	3	THT	JAM	CR	R	70	0	49											7721				
kw_3194	p.16	E	4	FLF	JAM	CR	B	80	0	129											7722				
kw_3195	p.16	E	5	MAH	JAM	CR	B	30	0	118											7723				
kw_3196	p.16	E	6	BHM	JAM	CR	B	30	0	163											7724				
kw_3197	p.16	E	7	MIL	JAM	CR	X	30																	
kw_3198	p.16	E	8	BSC	JAM	CR	R	20	0	42											7725				
kw_3199	p.16	E	9	BSC	JAM	CR	R	30	0	43											7726				
kw_3200	p.16	E	10	IRF	JAM	CR	X	20																	
